topic,argument,summary,stance,ibm_pro_deb_qs
abortion,I find it rather disturbing that we want to have sex without commitments so badly that we are willing to kill the result of that sexual union.,Be willing to have the baby if you have sex.,-1,0.5486214756965637
abortion,take responsibility for your actions.,Be willing to have the baby if you have sex.,-1,0.4463738203048706
abortion,I feel that if girls are going to have sex they should be prepared that they might get pregnant.,Be willing to have the baby if you have sex.,-1,0.4588199555873871
abortion,I think every woman has a choice--but that choice comes before the unprotected sex...not after.,Be willing to have the baby if you have sex.,-1,0.5468506813049316
abortion,"The parents are generally always responsible for the creation of the fetus, so they should have the moral obligation to support the life of that fetus.",Be willing to have the baby if you have sex.,-1,0.8776107430458069
abortion,"Sex have risks and whenever a couple engages in sex, they should be ready for the risks.",Be willing to have the baby if you have sex.,-1,0.6415891647338867
abortion,People should understand the consequences of having sex and abortion should not be a option.,Be willing to have the baby if you have sex.,-1,0.8594018816947937
abortion,A childless couple isn't acting irresponsibly if they are prepared to take responsibility if they have sex.,Be willing to have the baby if you have sex.,-1,0.7913557887077332
abortion,"They can have sex, but they must be prepared to deal with the result of it.",Be willing to have the baby if you have sex.,-1,0.6021274924278259
abortion,"If you aren't prepared for what might happen due to your own actions, then don't do it.",Be willing to have the baby if you have sex.,-1,0.5864382386207581
abortion,"If every time you had sex you knew there was a large chance you would become pregnant because birth control is not an option due to allergies, I think you should at least think of consequences before you have sex.",Be willing to have the baby if you have sex.,-1,0.7740803360939026
abortion,The true cause of this 'burden' is the irresponsibilty of idiots which lead to elective abortion.,Be willing to have the baby if you have sex.,-1,0.7788310050964355
abortion,Abortion should never occur simply because of teenage pregnancy,Be willing to have the baby if you have sex.,-1,0.767034649848938
abortion,"If you were even considering abortion, why would you even want to have sex and get pregnant in the first place if there is a possibility of conceiving and getting pregnant?",Be willing to have the baby if you have sex.,-1,0.7642101049423218
abortion,"Women who have abortions often suffer major psychological damage from the experience along with, in some cases, the father of the child.",Abortion is harmful for women.,-1,0.90629243850708
abortion,Abortion exposes women to various health risks and the danger of losing fertility.,Abortion is harmful for women.,-1,0.960456609725952
abortion,"I don't think that aborting is the easiest thing, what u can do, because it cause many problems with health.",Abortion is harmful for women.,-1,0.5575879216194153
abortion,That is soo true living with the guilt forever know you murder you child,Abortion is harmful for women.,-1,0.3063161075115204
abortion,Abortion is also risky,Abortion is harmful for women.,-1,0.6354436278343201
gayRights,"there is NO differance, except the same sex",Gay marriage is like any other marriage.,1,0.4398424029350281
gayRights,"They've still got two parents who love them, just like any other couple out there,",Gay marriage is like any other marriage.,1,0.4856153130531311
gayRights,"Giving rights to Gay people is not the same, paedophiles are sexual predators that destroy lives, Gay people are not and do not",Gay marriage is like any other marriage.,1,0.6193104982376099
gayRights,"Since a ritual that binds two people together as life-mates has absolutely no harmful effect upon society, and since romantic love is regarded as a good thing, I'd like to know why disallowing gay marriage is a good thing.",Gay marriage is like any other marriage.,1,0.6075241565704346
gayRights,People act like if we let gays get married then everyone is going to turn gay.,Gay marriage is like any other marriage.,1,0.5060312151908875
gayRights,how does it hurt or affect you?,Gay marriage is like any other marriage.,1,0.3635220825672149
gayRights,Homosexuality results in the spread of disease is irrelevant to the argument because so does heterosexuality when done without protection.,Gay marriage is like any other marriage.,1,0.6530453562736511
gayRights,Gay marriage would not and cannot harm straight marriage,Gay marriage is like any other marriage.,1,0.5420129895210266
gayRights,Gay people don't harm other people.,Gay marriage is like any other marriage.,1,0.472782552242279
gayRights,The only thing different to traditional marriage is the fact that it's two people of the same sex getting married.,Gay marriage is like any other marriage.,1,0.6054220199584961
gayRights,the gay people will marry gay people and the straight would marry straight people as simple as that,Gay marriage is like any other marriage.,1,0.4346598088741302
gayRights,"No one is asking a straight person to marry a gay person, so what's it to you world?",Gay marriage is like any other marriage.,1,0.4165557026863098
gayRights,"It goes against my beliefs too, but it's not hurting anybody.",Gay marriage is like any other marriage.,1,0.4699296355247497
gayRights,And really who's it affecting.,Gay marriage is like any other marriage.,1,0.3548724353313446
gayRights,These plans won't be in any danger if gays are also allowed to get married.,Gay marriage is like any other marriage.,1,0.5954250693321228
gayRights,I think that gay marriage should be legal in america because one its not really hurting anybody,Gay marriage is like any other marriage.,1,0.4162575006484985
gayRights,"Marriage, unless combined with other causes, doesn't cause any considerable physical, financial, etc harm to others.",Gay marriage is like any other marriage.,1,0.6272503733634949
gayRights,the thing we are discriminating doesn't affect us at all,Gay marriage is like any other marriage.,1,0.4367076456546783
gayRights,Marriage is a beautiful thing and i don't see why two people of the same sex should not be allowed to get married.,Gay marriage is like any other marriage.,1,0.5191646218299866
gayRights,"There are no differences, because father's have been fighting for their rights to their children.",Gay marriage is like any other marriage.,1,0.5267632603645325
gayRights,Two people you don't know getting married doesn't effect you at all!,Gay marriage is like any other marriage.,1,0.4503816068172455
gayRights,"I think that homosexuals understand, as you put it, the birds and the bees just as well as heteros.",Gay marriage is like any other marriage.,1,0.3745231926441192
gayRights,"It doesn't detrimentally affect society, and it does not infringe on another's right to self-determination.",Gay marriage is like any other marriage.,1,0.6915925145149231
gayRights,The only reason not to use the word marriage is to appease bigots who somehow find the idea of two people loving each other unbearable if those two people happen to have the same naughty parts,Gay marriage is like any other marriage.,1,0.6630364060401917
gayRights,allowing gay people to marry in now way affects anyone else other than gay people.,Gay marriage is like any other marriage.,1,0.590939462184906
gayRights,its their choice and isnt effecting anyone else.,Gay marriage is like any other marriage.,1,0.4844504594802856
gayRights,In what manner would allowing homosexual marriage harm society in the long run?,Gay marriage is like any other marriage.,1,0.5697230696678162
gayRights,"And in all honestly, a gay marriage will ,in the most, not affect the said person any more then it does now.",Gay marriage is like any other marriage.,1,0.544607400894165
gayRights,If marriage between a man and a woman is legal (as well as intermarriage) then why should it not be allowed between those of the same sex?,Gay marriage is like any other marriage.,1,0.5430973768234253
gayRights,"So because they do things that you don't like and they are not hurting you or anyone at all, you feel obligated to label them and protest against their rights to be happy.",Gay marriage is like any other marriage.,1,0.6008081436157227
gayRights,How does any gay getting married effect any straight couple?,Gay marriage is like any other marriage.,1,0.4221436083316803
gayRights,"how does letting gays marry affect, even a little bit, straight married couples?",Gay marriage is like any other marriage.,1,0.5584546327590942
gayRights,"The act of allowing two men or two women to marry does not hurt anyone or even family values, because we just want the same thing straight people already have and take for granted.",Gay marriage is like any other marriage.,1,0.7600152492523193
gayRights,whats so wrong about gays getting married?,Gay marriage is like any other marriage.,1,0.4367686808109283
gayRights,it doesn't matter if they want to have sex they are obviously not going to go right in front of you and do their business.,Gay marriage is like any other marriage.,1,0.4302971959114074
gayRights,we're all normal and the same no matter who or what gender we chose to be with.,Gay marriage is like any other marriage.,1,0.6118213534355164
gayRights,a gay couple with kids doesn't make them different from anyone else.,Gay marriage is like any other marriage.,1,0.6006757020950317
gayRights,"If people want to bind themselves to a legal document, let them.",Gay marriage is like any other marriage.,1,0.3996596932411194
gayRights,"Why does sexual orientation, in the land of the free, change the definition of a contract?",Gay marriage is like any other marriage.,1,0.4998414814472198
gayRights,Marriage is more like Person (1) + Person (1) = Married Couple (2).,Gay marriage is like any other marriage.,1,0.4393914043903351
gayRights,"Committed relationships make a society stronger and there is no reason to treat them differently just because they are between two people of teh same sex, or two people who are relatives, or more than two people.",Gay marriage is like any other marriage.,1,0.6406078338623047
gayRights,Why is it such a big deal about gay marriage?It's not like it's going to hurt our planet!,Gay marriage is like any other marriage.,1,0.4647676944732666
gayRights,"I don't see how homosexuality is hurting nature,",Gay marriage is like any other marriage.,1,0.3752608299255371
gayRights,it doesn't harm anyone,Gay marriage is like any other marriage.,1,0.3790447115898132
gayRights,"illegalizing the right to love someone is discriminatory due to the fact that they aren't harming anyone,",Gay marriage is like any other marriage.,1,0.7829940319061279
gayRights,"The gay couple down the street does not affect or effect my marriage with my husband and if they were to marry, STILL do not alter my marriage.",Gay marriage is like any other marriage.,1,0.4813714623451233
gayRights,They bring no harm and it's not our place to legislate in the affairs of consenting adults wishing to love when no other harmful factors have been proven.,Gay marriage is like any other marriage.,1,0.7525609135627747
gayRights,I guess I just don't understand how people can be so passionately hateful about something that won't affect their lives one bit.,Gay marriage is like any other marriage.,1,0.4569100439548492
gayRights,We must equally respect their relationship like how we respect our relationship,Gay marriage is like any other marriage.,1,0.4256301820278168
gayRights,"I don't think we should deny them the benefits that married people get, man and woman, because it is basically the same thing.",Gay marriage is like any other marriage.,1,0.5248970985412598
gayRights,"It's not like gay people are harming anyone by getting married, so what is the big deal?",Gay marriage is like any other marriage.,1,0.492777019739151
gayRights,I think there must be some harm in order to make things illegal and i have seen no one present a cogent argument that shows the harm that gay marriage will do,Gay marriage is like any other marriage.,1,0.5768132209777832
gayRights,"Homosexuality creates no victim or pain or loss of dignity, etc.",Gay marriage is like any other marriage.,1,0.6560001373291016
gayRights,Gay marriage does nothing that physicly hurts anyone.,Gay marriage is like any other marriage.,1,0.6398971080780029
gayRights,Granting them this right does not infringe on the rights of others and is not a threat to public safety.,Gay marriage is like any other marriage.,1,0.6993222832679749
gayRights,Gays will stop raiding churches and beating up old christian women if they just get their marriage (which hurts no one when they do).,Gay marriage is like any other marriage.,1,0.6725942492485046
gayRights,It doesn't hurt anybody and it doesn't affect me in any way,Gay marriage is like any other marriage.,1,0.3938391804695129
gayRights,"However, why shouldn't gays marry in a legal sense?",Gay marriage is like any other marriage.,1,0.4760911762714386
gayRights,Marriage should be allowed regardless of the participants gender.,Gay marriage is like any other marriage.,1,0.6299274563789368
gayRights,Why should your x chromosomes and your y chromosomes dictate marriage?,Gay marriage is like any other marriage.,1,0.4351799786090851
gayRights,If people want to live together in love than no one else should be able to stop them.,Gay people should have the same rights as straight people.,1,0.5268855094909668
gayRights,There is no difference between heterosexuals and homosexuals besides the gender of the person that they love.,Gay people should have the same rights as straight people.,1,0.6627833843231201
gayRights,It should be legal because it is indeed a life decision.,Gay people should have the same rights as straight people.,1,0.4801266491413116
gayRights,its their choice not the states,Gay people should have the same rights as straight people.,1,0.3928481042385101
gayRights,gays should have all equal rights as a straight couple does,Gay people should have the same rights as straight people.,1,0.722443163394928
gayRights,gay people have the right to if they want to...,Gay people should have the same rights as straight people.,1,0.5390815734863281
gayRights,"But really, they're all just pointless excuses for you to justify your selfish behavior of wanting to stop people from loving each other to their fullest potential.",Gay people should have the same rights as straight people.,1,0.5202047824859619
gayRights,"They are prohibited from being married, something that, by the constitution, should be granted.",Gay people should have the same rights as straight people.,1,0.5617796778678894
gayRights,And civil-unions don't grant the same rights as married couples.,Gay people should have the same rights as straight people.,1,0.6069169640541077
gayRights,"If the Church still opposed interracial marriage, for example, priests and Christians would be mocked and ridiculed for it.",Gay people should have the same rights as straight people.,1,0.5094485282897949
gayRights,Who are we to prevent people from doing what they want to do when it has no serious affect on us?,Gay people should have the same rights as straight people.,1,0.5809866189956665
gayRights,Saying gay people can't be married is like saying black people can't be married.,Gay people should have the same rights as straight people.,1,0.5285263657569885
gayRights,You or no one else has the right to judge or to delegate to me who I decide to have in my bed.,Gay people should have the same rights as straight people.,1,0.5625115036964417
gayRights,"Many gays want to get married, so why not let them?",Gay people should have the same rights as straight people.,1,0.4098772704601288
gayRights,"So YES, gays should adopt.",Gay people should have the same rights as straight people.,1,0.3506886661052704
gayRights,why do you care about other people's love lives?,Gay people should have the same rights as straight people.,1,0.383273035287857
gayRights,"Marriage  on the other hand is a legal contract between two people asking society to recognize them as a family unit conferred with certain rights (health administrative proxies, administration of estates, etc...) How consenting adults choose to have sex should have nothing to do with denying them rights.",Gay people should have the same rights as straight people.,1,0.6176480054855347
gayRights,besides what gives anyone the right to tell anyone else what to do when it comes to something as personal as that,Gay people should have the same rights as straight people.,1,0.4640347063541412
gayRights,"No majority ever has the right to decide the life of a minority, which does no harm to anyone",Gay people should have the same rights as straight people.,1,0.6551049947738647
gayRights,"I think they should be able to adopt and/or have surrogates, homosexual people should not be denied the rights that the heterosexuals receive, and they should be allowed to experience a child loving them as a parent like the rest of us",Gay people should have the same rights as straight people.,1,0.6759170293807983
gayRights,Everyone has the right to get married.,Gay people should have the same rights as straight people.,1,0.4972046911716461
gayRights,It's just violating a citizen's right to free will to prohibit gay marriage.,Gay people should have the same rights as straight people.,1,0.8045984506607056
gayRights,"Hey, my religion is against that, but that dosent mean it has to be outlawed for everyone  We live in a land of ""freedom"", even if we can't exercise taht freedom sometimes.",Gay people should have the same rights as straight people.,1,0.4309215545654297
gayRights,This is an individual decision.,Gay people should have the same rights as straight people.,1,0.4803371131420135
gayRights,"If a homosexual wants to get married, they can.",Gay people should have the same rights as straight people.,1,0.4510068595409393
gayRights,One of my oldest friends is gay; if he one day wants the legal rights granted by marriage; he should be able to have them even if the other consenting adult in the contract is male.,Gay people should have the same rights as straight people.,1,0.5789535641670227
gayRights,No one could stand in their way with a rational reason.,Gay people should have the same rights as straight people.,1,0.46817547082901
gayRights,"If two loving people are prepared to take a child into their home, out of a corrupt system that simply doesn't work, why would that not be allowed?",Gay people should have the same rights as straight people.,1,0.5808624625205994
gayRights,"However, it is our constitutional right to make our own chices in America.",Gay people should have the same rights as straight people.,1,0.5345172882080078
gayRights,Homosexual couples are being deprived the right to marriage as well as all the legal benefits that come along with marriage.,Gay people should have the same rights as straight people.,1,0.6961591243743896
gayRights,In what way does the people on the other side being gay somehow devalue their opinions?,Gay people should have the same rights as straight people.,1,0.5505063533782959
gayRights,"To deprive them of their right to marry the person they love who happens to be the same sex, is wrong.",Gay people should have the same rights as straight people.,1,0.7344539165496826
gayRights,Should millions of people around the world be denied a rewarding and joyous part of life so that a few bigots feel superior?,Gay people should have the same rights as straight people.,1,0.5235094428062439
gayRights,No one has the right to tell others who they can and can not fall in love with.,Gay people should have the same rights as straight people.,1,0.6082833409309387
gayRights,Gay marriages should be allowable because gay people have all the rights to love each other as much as the others do and they should be able to express their love by getting married.,Gay people should have the same rights as straight people.,1,0.8516458868980408
gayRights,"Civil unions are not the same as marriage and despite what everyone tries to make you think, those unions don't give you the same rights and privelages.",Gay people should have the same rights as straight people.,1,0.6633673906326294
gayRights,The system is set up with majority rules and minority rights with the latter not being an afterthought.,Gay people should have the same rights as straight people.,1,0.4666609764099121
gayRights,The majority does not have the legal right to oppress the minority.,Gay people should have the same rights as straight people.,1,0.563633382320404
gayRights,Why do we impede on people's rights with laws that violate our own constitution?,Gay people should have the same rights as straight people.,1,0.5014674067497253
gayRights,"preventing same sex marriage is just like racisme,slavery,despotisme...do not ask for your own rights if you cant ask for the right of an other human.",Gay people should have the same rights as straight people.,1,0.5849369168281555
gayRights,Civil rights don't have anything to do with segregation?,Gay people should have the same rights as straight people.,1,0.4349317252635956
gayRights,"Every single person in this world deserves the same equal rights as the next, no exceptions",Gay people should have the same rights as straight people.,1,0.6567823886871338
gayRights,"By denying homosexuals the right to marry you are creating a second class of people; you are discriminating against them by saying that they are not worthy of long-term, legally recognised relationships, yet heterosexuals are.",Gay people should have the same rights as straight people.,1,0.8365163803100586
gayRights,"That is your personal belief and your personal opinion, don't force it on to others.",Gay people should have the same rights as straight people.,1,0.5426298379898071
gayRights,If that's all you can do with your life is tell someone they don't have the right to love then it is you that will judged by god himself and if you don't believe in god,Gay people should have the same rights as straight people.,1,0.4716699719429016
gayRights,Then I'm sorry you have nothing to believe in but picking on others to make your life complete only makes you lower then the dirt on the ground.,Gay people should have the same rights as straight people.,1,0.4501045942306518
gayRights,and in all reality is it any of our business what two adults do with there love life?,Gay people should have the same rights as straight people.,1,0.46722611784935
gayRights,"If two males want to marry, or if two females wish to marry in this land of the ''free'' then whom are we to tell then no.",Gay people should have the same rights as straight people.,1,0.4907343983650207
gayRights,"I believe no matter sex, skincolor and what sex you're into, shouldn't keep you from living just like anybody else",Gay people should have the same rights as straight people.,1,0.4490551650524139
gayRights,homosexualls have the same equal rights as hetrosexualls.,Gay people should have the same rights as straight people.,1,0.736583411693573
gayRights,"there are several good reasons for expanding the definition of marriage to include gay marriage -- reasons like fairness, liberty, and equality.",Gay people should have the same rights as straight people.,1,0.7673072218894958
gayRights,"because of some all too conservative people, the rights of two people to be happy are denied based on out-dated texts and bigoted moral judgments",Gay people should have the same rights as straight people.,1,0.6990146636962891
gayRights,I see no reason why homos shouldn't be allowed to raise children like everyone else.,Gay people should have the same rights as straight people.,1,0.5361801385879517
gayRights,"And even though they cannot have biological children they can adopt a child, have artificial insemination anonymously or by someone they know.",Gay people should have the same rights as straight people.,1,0.5578309893608093
gayRights,it is stupid to discuss it when it is obviously it is the right thing to do to allow anybody to get married.,Gay people should have the same rights as straight people.,1,0.4776839911937713
gayRights,"There are legitimate legal rights and privileges granted to married couples by government, and there is no secular reason to deny them these rights based on their sexuality.",Gay people should have the same rights as straight people.,1,0.815666675567627
gayRights,it doesnt need your opinion in anybodies love life.,Gay people should have the same rights as straight people.,1,0.4363878667354584
gayRights,There is nothing wrong with two consenting adults having more rights to each other and legally incorporating each other into their families,Gay people should have the same rights as straight people.,1,0.7142765522003174
gayRights,"My concern is that gay marriage is being voted against, which means that more people don't like seeing it than those that can be bothered to vote for something which will probably never affect them.",Gay people should have the same rights as straight people.,1,0.5387411117553711
gayRights,Its not our job to tell people what they should and shouldn't do with their life.,Gay people should have the same rights as straight people.,1,0.5811797380447388
gayRights,so why should we care what they do in their homes?,Gay people should have the same rights as straight people.,1,0.3862232863903045
gayRights,Gay people should be allowed this right as well,Gay people should have the same rights as straight people.,1,0.5348936319351196
gayRights,We shouldn't take away people's freedom to marry someone they love over an extra syllable.,Gay people should have the same rights as straight people.,1,0.5809043049812317
gayRights,there is no reason why they should be discriminated against.,Gay people should have the same rights as straight people.,1,0.630799412727356
gayRights,and how DARE you call gays crazy!,Gay people should have the same rights as straight people.,1,0.3563351929187774
gayRights,"And you're now telling me that this homosexual couple that is helping to keep the population down wants to adopt some of the population that was created and abandoned by heterosexual couples, and WE'RE DENYING THEM THAT?",Gay people should have the same rights as straight people.,1,0.4666108191013336
gayRights,"For the government to remain neutral on this issue, they need to stop denying gay people the same rights as others to marry",Gay people should have the same rights as straight people.,1,0.6884148120880127
gayRights,They deny over one thousand federal benefits to people legally married in several states who happen to be of the same sex.,Gay people should have the same rights as straight people.,1,0.705334484577179
gayRights,"Why shouldnt they be able to, if they are willing to provide a safe loving home for kids without one, why keep the child from having a home jsut because the parents that want to adopt are gay?",Gay people should have the same rights as straight people.,1,0.559403657913208
gayRights,People can do what they want.,Gay people should have the same rights as straight people.,1,0.4308822751045227
gayRights,"Everyone has the right to be happy, so they deserve the things in which they find their happiness",Gay people should have the same rights as straight people.,1,0.5756081342697144
gayRights,"gay rights, what we want or what we deserve as human beings",Gay people should have the same rights as straight people.,1,0.522480845451355
gayRights,you're in favor of banning single parents?,Gay people should have the same rights as straight people.,1,0.3842219114303589
gayRights,There's no reason gay people shouldn't be married as straight people are.,Gay people should have the same rights as straight people.,1,0.584383487701416
gayRights,a  fundamental right  is being denied to a group of citizens,Gay people should have the same rights as straight people.,1,0.5281938314437866
gayRights,"Everyone that is not hurting anyone else has the right to pursue their goals in life, and the things that make them happy.",Gay people should have the same rights as straight people.,1,0.6559735536575317
gayRights,but it is not the right of the religious to force their opinions on any one especially when it has nothing to do with religion.,Gay people should have the same rights as straight people.,1,0.5252205729484558
gayRights,"Everyone has the right to religious freedom, a freedom granted that they respect other peoples rights and freedoms as well, including those of homosexuals to get married in a civil ceremony, one that does not involve any religious denomination, beliefs or rules.",Gay people should have the same rights as straight people.,1,0.7752885222434998
gayRights,"I do think that if two men, or two women want to be recognized legally as a couple, then they ought to have the right to a civil union.",Gay people should have the same rights as straight people.,1,0.5017064809799194
gayRights,have that person receive their social security spousal benefits  be on their healthcare policy if they work for the government  not have to testify against them in court  file joint taxes  and on and on of course,Gay people should have the same rights as straight people.,1,0.4496378004550934
gayRights,Stop being so involved in people's romantic and sex lives.,Gay people should have the same rights as straight people.,1,0.5317609906196594
gayRights,"There are governmental privileged and rights granted with a marriage LICENCSE, and there is no secular basis to deny homosexuals these benefits from the government.",Gay people should have the same rights as straight people.,1,0.5522128343582153
gayRights,"Sure, many Christians find it wrong, but everyone has the freedom of choice; to choose what they want, whether it's being gay or not.",Gay people should have the same rights as straight people.,1,0.7042471766471863
gayRights,"There is nothing in the constitution about gay marriage, so we can do it.",Gay people should have the same rights as straight people.,1,0.5288658142089844
gayRights,But no right to turn your personal beliefs into policy.,Gay people should have the same rights as straight people.,1,0.4270772635936737
gayRights,You have no right to deprive other people of rights.,Gay people should have the same rights as straight people.,1,0.5615423917770386
gayRights,Where does it say in the constitution is the definition of family being between a father and a mother?,Gay people should have the same rights as straight people.,1,0.4071172177791595
gayRights,Futhermore we cannot judge other people's love.,Gay people should have the same rights as straight people.,1,0.4399892091751098
gayRights,If they want to get married it's their own right!,Gay people should have the same rights as straight people.,1,0.4499991834163666
gayRights,"Discrimination is not allowed so any human being by law have the right to marry either it makes the ""majority"" happy or not.",Gay people should have the same rights as straight people.,1,0.6681158542633057
gayRights,"The meaning of the pursuit of the marriage between homosexual couples is in the desire to be seen as a legal, justifiable entity with the same freedoms that we heterosexuals take for granted.",Gay people should have the same rights as straight people.,1,0.5380298495292664
gayRights,Logic would dictate laws that preventing same sex couples from marriage while allowing heterosexual couples to marry is fundamentally unfair and antiquated.,Gay people should have the same rights as straight people.,1,0.714722216129303
gayRights,"everyone has the right to think for themselves, and not let me or you make decissions for them.",Gay people should have the same rights as straight people.,1,0.6025694012641907
gayRights,You cannot deny people equal civil rights while using their taxes to support the very government that is oppressing them.,Gay people should have the same rights as straight people.,1,0.601315975189209
gayRights,How on earth would they be able to have children,Gay people should have the same rights as straight people.,1,0.3941589891910553
gayRights,They have every right that every other person on earth has.,Gay people should have the same rights as straight people.,1,0.4645281732082367
gayRights,"sexual orientation doesn't change who a person is, all it is, is the preference of partners.",Gay people should have the same rights as straight people.,1,0.6429505348205566
gayRights,if everyone else has equal rights so should the gay community.,Gay people should have the same rights as straight people.,1,0.7297711372375488
gayRights,everyone deserves equal rights,Gay people should have the same rights as straight people.,1,0.6084462404251099
gayRights,who am i to judge people.,Gay people should have the same rights as straight people.,1,0.3959143757820129
gayRights,if two males are happy to be together then y not make them happy,Gay people should have the same rights as straight people.,1,0.4585271775722503
gayRights,.it's not logical to arbitrarily deny rights that you confer upon others.,Gay people should have the same rights as straight people.,1,0.524412989616394
gayRights,"It was their right to vote, to take away the rights of others.",Gay people should have the same rights as straight people.,1,0.5152750611305237
gayRights,Don't homosexuals deserve the right to have their love legally recognized?,Gay people should have the same rights as straight people.,1,0.5737113356590271
gayRights,taking away rights from homosexuals is more important,Gay people should have the same rights as straight people.,1,0.5749189853668213
gayRights,The only way that we can fight homophobia is by showing people that homosexuals deserve the same rights as straight couples.,Gay people should have the same rights as straight people.,1,0.8671529293060303
gayRights,"Conversely, gay couples should be allowed the option to undergo civil marriages, this does not entail any religious ceremonies and ought to be acceptable to those who object to gay marriages on the grounds of their religious beliefs.",Gay people should have the same rights as straight people.,1,0.8006788492202759
gayRights,2 people that are in love deserve to be married no matter what their sexual preferences may be.,Gay people should have the same rights as straight people.,1,0.5019899606704712
gayRights,it is a natural cause that anyone can do if someone is in love that person may it be man or woman that person a person has a choice no matter what the case is if that person wants to be gay let that person be gay it don't matter,Gay people should have the same rights as straight people.,1,0.5002937316894531
gayRights,It is called human rights people!,Gay people should have the same rights as straight people.,1,0.3454623222351074
gayRights,"In the end, I believe gay marriage should be allowed with all the legal rights and benefits that a marriage between a man and a woman have and those who think otherwise are basicly just discriminating against what is different from themselves.",Gay people should have the same rights as straight people.,1,0.766660213470459
gayRights,"If gay couples can't receive these rights, then no one else should.",Gay people should have the same rights as straight people.,1,0.6116966009140015
gayRights,I believe that we should have the same rights as an heterosexual couple.,Gay people should have the same rights as straight people.,1,0.4661596417427063
gayRights,Our children have the right to have a sence of belonging without any predjudices.,Gay people should have the same rights as straight people.,1,0.5999367833137512
gayRights,We just want to be treated equally.,Gay people should have the same rights as straight people.,1,0.4837246835231781
gayRights,The children of same sex families need to feel equal and same sex couples need equality so that we can feel secured as an American Family shoud.,Gay people should have the same rights as straight people.,1,0.7479702830314636
gayRights,"I think that gay marriages should be allowed, so what if its a man and a man or a woman and a woman, we're all human and should be treated equally and have equal rights.",Gay people should have the same rights as straight people.,1,0.5282831192016602
gayRights,As long as they love eachother and as long as they are human who has the right to say that they cant get married.,Gay people should have the same rights as straight people.,1,0.571300745010376
gayRights,"As long as the parents aren't messed up and the kid comes out of childhood OK, it's not my place to say whether they can or can't adopt.",Gay people should have the same rights as straight people.,1,0.603559136390686
gayRights,"What gives them the right to deny those who want to pursue happiness with the one they love, legal sanction to do so?",Gay people should have the same rights as straight people.,1,0.6187819242477417
gayRights,Why ban it because you don't like who they love?,Gay people should have the same rights as straight people.,1,0.4257692992687225
gayRights,That community should be having the same rights as we do.,Gay people should have the same rights as straight people.,1,0.5052133202552795
gayRights,GAYS SHOULD HAVE THE RIGHT TO ADOPT.,Gay people should have the same rights as straight people.,1,0.5907791256904602
gayRights,yes they should they are humas to and if you love some on so much you get married and live together,Gay people should have the same rights as straight people.,1,0.3235102891921997
gayRights,gay marriages should be allowed and there should be not hinderence to it dear.,Gay people should have the same rights as straight people.,1,0.4761556386947632
gayRights,So naturally people should be legally allowed to  be with  whoever they want.,Gay people should have the same rights as straight people.,1,0.5084999799728394
gayRights,"People should be ""allowed"" to be with whoever they want.",Gay people should have the same rights as straight people.,1,0.5349994897842407
gayRights,And most importantly you allow these baseless views to interfere with other American's pursuit of happiness by denying them rights.,Gay people should have the same rights as straight people.,1,0.6301149725914001
gayRights,"your argument to combat that is to...deny homosexuals (also US citizens) the chance of Life, Liberty and the Pursuit of Happiness",Gay people should have the same rights as straight people.,1,0.5191936492919922
gayRights,"Second: When two people want to have a contract with each other, why should everyone else care about the purpose of that contract or the sexual orientation of the contractual partners?",Gay people should have the same rights as straight people.,1,0.5398943424224854
gayRights,Why do we care so much about people in love that we would show our prejudices?,Gay people should have the same rights as straight people.,1,0.5098198652267456
gayRights,"After all, we people are all the same.",Gay people should have the same rights as straight people.,1,0.3828630149364471
gayRights,adoption should not be banned.,Gay people should have the same rights as straight people.,1,0.3882241249084472
gayRights,a persons sex life and preference should not matter when it comes to raising a child.,Gay people should have the same rights as straight people.,1,0.5755698680877686
gayRights,if two regular couples can adopt a child then a gay couple should be able to.,Gay people should have the same rights as straight people.,1,0.6325868368148804
gayRights,We as a country should not have the right to tell someone if they can get married or not just because of the way someone lives.,Gay people should have the same rights as straight people.,1,0.6295739412307739
gayRights,I personally dont agree with the gay marriage situation but i do believe that this is a free country and they have as much of a right to get married as any straight couple.,Gay people should have the same rights as straight people.,1,0.5535460114479065
gayRights,Everyone has a right to their own opinion and beliefs.,Gay people should have the same rights as straight people.,1,0.6658995747566223
gayRights,"You don't get to decide what kind of people you don't want to see, and then tell them to make themselves invisible.",Gay people should have the same rights as straight people.,1,0.496819406747818
gayRights,"There is no such thing as gay marriage just like there is no such thing as gay rights, everyone has the same rights no one has different rights than others",Gay people should have the same rights as straight people.,1,0.5313217639923096
gayRights,Why should they have to hide and you not?,Gay people should have the same rights as straight people.,1,0.3527697324752807
gayRights,It's just wrong to keep people from marrying others who they love.,Gay people should have the same rights as straight people.,1,0.5752876400947571
gayRights,"You don't like being kept from the person you love,so why should they be kept from theirs'?",Gay people should have the same rights as straight people.,1,0.4818792641162872
gayRights,it is not our right to judge people for being Gay,Gay people should have the same rights as straight people.,1,0.6549761891365051
gayRights,this doesn't directly have anything to do with homosexuality,Gay people should have the same rights as straight people.,1,0.4936413168907165
gayRights,"even though they can't do what through sex what sex is naturally there for, they're desires and needs are still natural and therefore is natural for them to pursue it.",Gay people should have the same rights as straight people.,1,0.535397469997406
