topic,argument,key_point,stance,label,ibm_pro_deb_qs
Foster care brings more harm than good,foster parents may not be properly vetted to insure children will not be abused,many foster parents are into this for financial gain only.,1,0,0.9222193956375122
Entrapment should be legalized,gathering sufficient proofs to find a person guilty should be permissible. entrapment is somewhat an easy way to find a person guilty,entrapment can get criminals off the street,1,0,0.9137988686561584
The use of public defenders should be mandatory,"having a public defender in your court allows for a greater knowledge and experience when presenting your case, as opposed to representing yourself.",public defenders help low income people defend themselves.,1,0,0.9126265048980713
The use of public defenders should be mandatory,having a system where public defenders are mandatory would make it fairer because all defendants would have the same level of defense,public defenders help low income people defend themselves.,1,0,0.9183399081230164
Entrapment should be legalized,"helping to solve bigger crimes, entrapment is approved and should be legalized.",entrapment can get criminals off the street,1,0,0.7617425322532654
We should subsidize student loans,higher education leads to individuals becoming productive tax paying memebers of society so government should help people pay for this education,student loans are made to keep students in long term debt.,1,0,0.9322729110717773
We should ban algorithmic trading,i don't see the need to ban something that helps people make money automatically.,algorithmic trading increase the economic flow and increases business,-1,0,0.6029412150382996
We should adopt a zero-tolerance policy in schools,i think it is a very appropriate method given the physical and psychological violence that exists in schools today.,a zero tolerance policy would mean everyone is treated the same.,1,0,0.7974438667297363
We should end racial profiling,if a certain race doesn't want to be treated like criminals then they shouldn't look like criminals.,racial profiling could help keep people safer.,-1,0,0.4624612033367157
The use of public defenders should be mandatory,if a criminal chooses to not have a legal counsel then those are his rights.,public defenders have too many cases to properly represent defendants,-1,0,0.8382993936538696
Entrapment should be legalized,if a criminal is given the opportunity to refuse then entrapment is permitted,entrapment can get criminals off the street,1,0,0.8003526329994202
The use of public defenders should be mandatory,if a person can pay for a better lawyer they should have the right to do so.,public defenders have too many cases to properly represent defendants,-1,0,0.8398393392562866
The use of public defenders should be mandatory,"if a person can't afford otherwise, sure, give them a public defender but to require them is insanity.  the cost is just too great.",public defenders have too many cases to properly represent defendants,-1,0,0.7855543494224548
We should subsidize student loans,"if a person doesn't want massive debt, they could go straight into the workforce rather than study",subsidizing student loans will put the government in more debt,-1,0,0.6967447400093079
Entrapment should be legalized,"if a person tries to commit a crime even though it didn't actually happen because a law enforcement officer was under cover, they still had the intent.",entrapment can get criminals off the street,1,0,0.7353690266609192
The use of public defenders should be mandatory,"if all people had to use public defenders, more money would be forced to go into the system, which would improve criminal defense for the least well off.",public defenders help low income people defend themselves.,1,1,0.9223402738571167
Entrapment should be legalized,"if entrapment can serve to more easily capture wanted criminals, then why shouldn't it be legal?",entrapment can get criminals off the street,1,1,0.905961811542511
The use of public defenders should be mandatory,if everyone had a public defender the overall fairness of the legal system would be great.,public defenders help low income people defend themselves.,1,0,0.921940803527832
The use of public defenders should be mandatory,if everyone had the same quality of defense it would be a more level playing field,public defenders help low income people defend themselves.,1,0,0.753685712814331
The use of public defenders should be mandatory,"if everyone used a public defender it would level the playing field, and give more equality rather than the quality of defense being dependent on how rich the defendant is",public defenders help low income people defend themselves.,1,0,0.8918687701225281
The use of public defenders should be mandatory,if everyone used public defenders it would make everyone defended in the same way and create fairer trials.,public defenders help low income people defend themselves.,1,0,0.8746864795684814
The use of public defenders should be mandatory,if everyone used public defenders it would make things more fair in court between the poor and the rich who can afford a better lawyer,public defenders help low income people defend themselves.,1,0,0.9116147756576538
The use of public defenders should be mandatory,if everyone was to use public defenderd everyone would have an equal chance. money couldn't buy yourself out of trouble.,public defenders help low income people defend themselves.,1,0,0.7682784795761108
We should end racial profiling,"if it is known what the race or color is, then racial profiling would be necessary.",racial profiling could help keep people safer.,-1,0,0.7274218797683716
Entrapment should be legalized,"if it was legal, more crimials would be caught and punished",entrapment can get criminals off the street,1,1,0.6196367144584656
We should abolish the three-strikes laws,"if limited to violent crime, three-strikes laws serve the necessary function of keeping dangerous individuals out of society.",three-strike laws minimize the prison population and are beneficial,-1,0,0.9879447817802429
We should abolish the three-strikes laws,if people are habitually re-offending then they need a punishment that will stop them. a mandatory prison sentence is the minimum they should have as a punishment.,three-strike laws minimize the prison population and are beneficial,-1,0,0.8591499924659729
The use of public defenders should be mandatory,"if people can afford it, they should be able to pick which attorney they want to defend them.",public defenders have too many cases to properly represent defendants,-1,0,0.833313524723053
We should abolish the three-strikes laws,"if people keep repeating the same offenses and won't change their ways, they deserve to be incarcerated permanently.",three-strike laws minimize the prison population and are beneficial,-1,0,0.8269860744476318
We should subsidize student loans,if somebody wants to go to university or college they should be responsible for the funding and not somebody else.,subsidizing student loans will put the government in more debt,-1,0,0.8602430820465088
The use of public defenders should be mandatory,"if someone can afford a high-paid attorney, they should not be forced to use a public defender instead as they are entitled to have the best defense they can buy",public defenders have too many cases to properly represent defendants,-1,0,0.9148494005203247
We should abolish the three-strikes laws,if someone commits three serious crimes then they have proven that they cannot be trusted and will likely go on to break the lay repeatedly.,three-strike laws minimize the prison population and are beneficial,-1,0,0.8547483086585999
We should ban algorithmic trading,"if someone designs an algorithm that they trust to predict market trends, they should be able to employ it.",algorithmic trading increase the economic flow and increases business,-1,0,0.91100013256073
The use of public defenders should be mandatory,if someone feels they can represent themselves in court then they should not be forced to have a public defender,public defenders have too many cases to properly represent defendants,-1,0,0.8529243469238281
The use of public defenders should be mandatory,"if someone has the means to afford the best representation they can, they should be allowed to do so in the interests of them getting the best defence.",public defenders have too many cases to properly represent defendants,-1,0,0.9488751888275146
We should abolish the three-strikes laws,"if someone is habitually offending, they deserve to be punished on the harshest level.",three-strike laws minimize the prison population and are beneficial,-1,0,0.8451404571533203
The use of public defenders should be mandatory,if someone is unable to afford a lawyer their rights must be protected by providing representation,public defenders help low income people defend themselves.,1,1,0.8928170800209045
The use of public defenders should be mandatory,if someone wants to defend themselves that is their right,public defenders have too many cases to properly represent defendants,-1,0,0.7312211990356445
We should adopt a zero-tolerance policy in schools,if students know that they are going to be punished for a first time offense they probably will not even try it.,a zero tolerance policy would mean everyone is treated the same.,1,0,0.7960305213928223
We should subsidize student loans,"if students want to attend university, they should be able to fund their own way themselves.",subsidizing student loans will put the government in more debt,-1,0,0.8591498136520386
We should abolish the three-strikes laws,if the person has a history of criminality then they should be punished more heavily.,three-strike laws minimize the prison population and are beneficial,-1,0,0.8293157815933228
We should subsidize student loans,if these loans were subsidized some of the students wouldn't take their studies as serious as those that have to pay out of pocket.,subsidizing student loans will put the government in more debt,-1,0,0.830951452255249
Entrapment should be legalized,if used to catch people where insufficient evidence exists it should be allowed,entrapment can get criminals off the street,1,0,0.8422579765319824
We should abolish the three-strikes laws,if we abolish the three-strikes laws then the prisons will continue to be like a revolving door with offenders continuing on the same line.,three-strike laws minimize the prison population and are beneficial,-1,0,0.8613357543945312
We should end the use of economic sanctions,"if we end economic sanctions, some countries would take advantage of other countries, and trading and buying and selling would not be fair for all countries involved.",economic sanctions are designed to destroy dictators and violators of human rights,-1,0,0.9290983080863953
We should abolish the three-strikes laws,"if we got rid of three-strikes laws, there would be little deterrent for career criminals.",three-strike laws minimize the prison population and are beneficial,-1,0,0.9584144949913025
We should end the use of economic sanctions,"if we keep sanctions, then  countries will be less likely to make mistakes",economic sanctions are designed to destroy dictators and violators of human rights,-1,0,0.806269645690918
We should subsidize student loans,if we subsidise student loans then people won't value their education as much as would if the were paying full fees.,subsidizing student loans will put the government in more debt,-1,0,0.8791351914405823
We should subsidize student loans,if we subsidize student loans we will create corruption mechanisms so that others can take advantage of these subsidies,subsidizing student loans will put the government in more debt,-1,0,0.8412905335426331
The use of public defenders should be mandatory,"if wealthy and powerful members of society were reliant on public defenders, it would create an impetus to improve their funding and standards.",public defenders help low income people defend themselves.,1,0,0.9548208713531494
The use of public defenders should be mandatory,"if you are in a legal situation, you should have to provide your own counsel",public defenders have too many cases to properly represent defendants,-1,0,0.7031579613685608
The use of public defenders should be mandatory,if you can afford a better more personalised experience you should be allowed to pay for one.,public defenders have too many cases to properly represent defendants,-1,0,0.7345073223114014
We should end racial profiling,"in certain situations, for example airports, racial profiling is necessary and effective for determining high risk members of the public, to ensure the safety of others",racial profiling could help keep people safer.,-1,1,0.8618779182434082
We should adopt a zero-tolerance policy in schools,in many cases punishment does not match crime,zero tolerance policies can disrupt the lives of students,-1,0,0.8110159635543823
We should subsidize student loans,in the interests of raising the education level of our population we should subsidize student loans.,student loans are made to keep students in long term debt.,1,0,0.9027941823005676
We should ban algorithmic trading,"in the new era, good ideas do not know limits, which makes it impossible to prohibit algorithm trading",algorithmic trading increase the economic flow and increases business,-1,0,0.7417080998420715
The use of public defenders should be mandatory,it allows the poor who don't have the funds to have legal advice to be able to attain legal advice,public defenders help low income people defend themselves.,1,1,0.8984098434448242
We should adopt a zero-tolerance policy in schools,it can act as a good deterrent to bad behavior,a zero tolerance policy would mean everyone is treated the same.,1,0,0.8528350591659546
We should ban cosmetic surgery,it can do more harm than good. it has ruined people's looks for life and thus ruined people's lives.,a mistake could cause permanent disfigurement of a person,1,1,0.8506465554237366
We should ban cosmetic surgery,it can do more harm than good. people's lives have been ruined by botched procedures that destroyed their looks.,a mistake could cause permanent disfigurement of a person,1,1,0.935894787311554
We should ban cosmetic surgery,it can help improve ones looks & therefore improve ones self esteem,cosmetic surgery enhances the confidence of life,-1,1,0.7980067729949951
Entrapment should be legalized,it can help to get certain information out of people. it can be easy to twist their words and catch them in a lie.,entrapment can get criminals off the street,1,0,0.8033407330513
We should subsidize student loans,it causes tuition to rise far too much,subsidizing student loans will put the government in more debt,-1,0,0.7050575613975525
We should ban algorithmic trading,it creates an unfair advantage for people with access,algorithmic trading is wrong and often damage economy and should be banned.,1,0,0.68723064661026
Foster care brings more harm than good,"it doesn't because it gives a child a chance at having a normal life with role models, instead of just staying in an institution.","foster care  give a child an opportunity for change, happiness and growth",-1,1,0.9023276567459106
We should adopt a zero-tolerance policy in schools,it has been shown that children are at a higher risk of dropping out of school if there is a zero-tolerance policy in place,zero tolerance policies can disrupt the lives of students,-1,0,0.9370998740196228
Entrapment should be legalized,it helps to catch more criminals and it should be legal.,entrapment can get criminals off the street,1,1,0.895297646522522
We should abolish the three-strikes laws,it is a harsh penalty for those that committ non violent crimes.,many people could pay long sentences for nonviolent crimes,1,1,0.870265007019043
We should ban algorithmic trading,it is an efficient way of trading & is less prone to human error,algorithmic trading increase the economic flow and increases business,-1,0,0.9073275923728943
Entrapment should be legalized,it is an illegal means by police to charge enemies,entrapment encourages people to commit crimes.,-1,0,0.5021196603775024
The use of public defenders should be mandatory,it is an individual right to decide which representation to use,public defenders have too many cases to properly represent defendants,-1,0,0.7955647706985474
We should ban algorithmic trading,it is an unfair advantage & also could be hacked & severely disrupt trading,algorithmic trading is wrong and often damage economy and should be banned.,1,0,0.857508659362793
Foster care brings more harm than good,it is better for children to live where there is a family to care for them,"foster care  give a child an opportunity for change, happiness and growth",-1,0,0.7879809141159058
We should end racial profiling,it is bordering on racism to use racial profiling.,police  disproportionately focus on arresting persons of color.,1,0,0.8548977375030518
We should subsidize student loans,"it is difficult to get a job without a degree these days, so students need help paying to obtain one.",student loans are made to keep students in long term debt.,1,0,0.7320852279663086
We should end racial profiling,it is discrimanatory to use racial profiling which in turn alienates those on the receiving end of this type of profiling.,police  disproportionately focus on arresting persons of color.,1,0,0.9729812741279602
We should end racial profiling,it is immoral to target a particular group based simply on their race of ethnicity.,police  disproportionately focus on arresting persons of color.,1,0,0.8378660678863525
We should subsidize student loans,"it is important that student loans are granted, because it helps you increase your quality of life and your economic potential",student loans are made to keep students in long term debt.,1,0,0.8595014810562134
We should adopt a zero-tolerance policy in schools,it is just that violating school rules results in serious consequences.,a zero tolerance policy would mean everyone is treated the same.,1,0,0.604002058506012
We should ban algorithmic trading,it is more secure as decisions are made based on data rather than emtions,algorithmic trading increase the economic flow and increases business,-1,0,0.7080101370811462
We should adopt a zero-tolerance policy in schools,it is necessary to have a zero tolerance policy to allow other students to benefit from a stable learning environment,a zero tolerance policy would mean everyone is treated the same.,1,0,0.9454464316368103
We should end the use of economic sanctions,it is not right to make another country ashamed of their practices,economic sanctions harm innocent people,1,0,0.798257052898407
Foster care brings more harm than good,"it is now on record more children are sexually abused,physically and emotionally abused while under state care",many foster parents are into this for financial gain only.,1,0,0.8366400003433228
We should abolish the three-strikes laws,it is only fair to believe that if a person carries out a serious crime three times they have no hope of redemption.,three-strike laws minimize the prison population and are beneficial,-1,0,0.8855670094490051
We should end racial profiling,it is proven that african-americans are the ones who commit the most crimes,racial profiling could help keep people safer.,-1,0,0.5772462487220764
We should subsidize student loans,"it is so difficult to get a job these days without a degree, so kids should be given help with their student loans.",student loans are made to keep students in long term debt.,1,0,0.7931200265884399
We should end the use of economic sanctions,it is sometimes the only solution to solving foreign relatations between countries,economic sanctions are designed to destroy dictators and violators of human rights,-1,0,0.8084108233451843
We should adopt a zero-tolerance policy in schools,it is unfair on those being bullied to punish them the same as you punish the bully,zero tolerance policies can disrupt the lives of students,-1,0,0.5898376107215881
We should abolish the three-strikes laws,it is unjust and discriminates against minorities,many people could pay long sentences for nonviolent crimes,1,0,0.9004725813865662
We should abolish the three-strikes laws,it keeps habitual offenders in prison and increases safety of citizens.,three-strike laws minimize the prison population and are beneficial,-1,0,0.8459799289703369
We should ban algorithmic trading,"it makes trading more simple to use, it's very beneficial to those who are new to trading.",algorithmic trading increase the economic flow and increases business,-1,0,0.8153953552246094
We should abolish the three-strikes laws,it provides justice to the victims and gives them a sense of security,three-strike laws minimize the prison population and are beneficial,-1,0,0.9083662033081055
We should ban algorithmic trading,it should not be banned because it is efficient and fast,algorithmic trading increase the economic flow and increases business,-1,0,0.6503981351852417
We should end the use of economic sanctions,it would be good to end the use because it shames governments,economic sanctions harm innocent people,1,0,0.507810652256012
Entrapment should be legalized,it would enable policeman to catch more criminals and keep the streets safe,entrapment can get criminals off the street,1,1,0.874927818775177
We should adopt a zero-tolerance policy in schools,"it would make fighting have more serious consequences, making kids less likely to engage in violent behavior.",a zero tolerance policy would mean everyone is treated the same.,1,0,0.9212340116500854
The use of public defenders should be mandatory,it would put everyone on a level playing field.,public defenders help low income people defend themselves.,1,0,0.7502579689025879
We should end racial profiling,it's a clear fact that some social groups are more responsible than others for criminal acts and thuse racial profiling is a helpful shorthand tool to use in law enforcement.,racial profiling could help keep people safer.,-1,0,0.8784730434417725
We should end the use of economic sanctions,it's a way for a country to stand up to another country if we disagree with the way they live or if there's something such as human rights violations.,economic sanctions are designed to destroy dictators and violators of human rights,-1,1,0.8601089715957642
We should abolish the three-strikes laws,"its a great crime deterrent,  people dont feel secure committing crimes knowing they will be locked up for life.",three-strike laws minimize the prison population and are beneficial,-1,0,0.8210029006004333
The use of public defenders should be mandatory,keep a level playing field for those who cannot afford an attorney,public defenders help low income people defend themselves.,1,1,0.6963796019554138
We should end racial profiling,law-abiding citizens in groups that are racially profiled against may be unwilling to cooperate with law enforcement.,police  disproportionately focus on arresting persons of color.,1,0,0.8586153984069824
We should adopt a zero-tolerance policy in schools,laws at school should be strict. only zero-tolerance policy would conform students to follow them,a zero tolerance policy would mean everyone is treated the same.,1,0,0.9295505285263062
We should subsidize student loans,learning to pay your own bills is important for students to learn,subsidizing student loans will put the government in more debt,-1,0,0.7229701280593872
We should subsidize student loans,"loans should not need to be subsidized as the students can pay them back when they are earning enough, which will be thanks to their education.",subsidizing student loans will put the government in more debt,-1,0,0.8382929563522339
The use of public defenders should be mandatory,making a public defender mandatory takes away choice from those who may wish to find their own attorney or even just represent themselves.,public defenders have too many cases to properly represent defendants,-1,0,0.9146126508712769
The use of public defenders should be mandatory,making everyone use public defenders would lead to a fairer justice system; currently the rich can sometimes buy their way out of justice.,public defenders help low income people defend themselves.,1,0,0.8949183821678162
The use of public defenders should be mandatory,"making it mandatory is a slight overkill.  mandatory for those that cannot get counsel another way, sure but the wording is too loose here so i must say no.",public defenders have too many cases to properly represent defendants,-1,0,0.6158866882324219
The use of public defenders should be mandatory,making public defenders mandatory would be a waste of public funds; public defenders should only be retained for those who cannot afford to pay for their own defence.,public defenders have too many cases to properly represent defendants,-1,0,0.9328204393386841
The use of public defenders should be mandatory,making public defenders mandatory would cost us too much money.,public defenders have too many cases to properly represent defendants,-1,0,0.7754538655281067
The use of public defenders should be mandatory,mandating public defenders will create tons of political backlash that will actualize in more conservative politicians winning office and more regulations giving rich people extra rights will pass.,public defenders have too many cases to properly represent defendants,-1,0,0.8646656274795532
The use of public defenders should be mandatory,mandating the  use of public defenders will ensure that all defendents are treated equally and not more favourably for those who can afford the best lawyers,public defenders help low income people defend themselves.,1,0,0.9082552194595337
The use of public defenders should be mandatory,mandating the use of public defenders ensures a fair trial for all.,public defenders help low income people defend themselves.,1,0,0.9125534296035767
The use of public defenders should be mandatory,mandatory public defence would be costly for the state. the money might be better off spent elsewhere such as fighting crime.,public defenders have too many cases to properly represent defendants,-1,0,0.9295783638954163
The use of public defenders should be mandatory,mandatory public defenders allows for a vigorous defense of all citizens.,public defenders help low income people defend themselves.,1,0,0.9640851020812988
The use of public defenders should be mandatory,mandatory representation by public defenders endures all defendents have a level playing field and that those with the most money are more likely to be acquitted when guilty,public defenders help low income people defend themselves.,1,0,0.8235505223274231
The use of public defenders should be mandatory,mandatory use of public defenders will raise the standard of the defenders and level the playing field,public defenders help low income people defend themselves.,1,0,0.7910919189453125
Entrapment should be legalized,many career criminals are simply good at not getting caught. this is sometimes the only method that will get them off of the streets.,entrapment can get criminals off the street,1,1,0.939124345779419
Foster care brings more harm than good,many children are moved from home to home without finding a good family.,many foster parents are into this for financial gain only.,1,0,0.8972395658493042
Foster care brings more harm than good,"many children in foster care are not adequately supervised by social services, and thus are often mistreated.",many foster parents are into this for financial gain only.,1,0,1.0104063749313354
Foster care brings more harm than good,many children in foster care have been rescued from abusive households,"foster care  give a child an opportunity for change, happiness and growth",-1,0,0.9390596747398376
Foster care brings more harm than good,many children in the foster care system have issues that can destroy a family.,many foster parents are into this for financial gain only.,1,0,0.9309872388839722
Foster care brings more harm than good,many foster children have behavioral or cognitive problems which foster care parents are not prepared to deal with.,many foster parents are into this for financial gain only.,1,0,1.0026193857192993
Foster care brings more harm than good,"many foster parents do it for the money and do not actually take care of their foster children, and in some cases even abuse them.",many foster parents are into this for financial gain only.,1,1,0.9573862552642822
The use of public defenders should be mandatory,many people do not have the mental capacity to understand the reasons to defend themselves and the usage of public defenders should be mandatory.,public defenders help low income people defend themselves.,1,0,0.9620255827903748
We should end racial profiling,most of the crimes that are committed and solved are done by racial profiling.,racial profiling could help keep people safer.,-1,0,0.7440014481544495
Foster care brings more harm than good,"most people foster children for the money not for the love of the children, therefore, causing more harm than good to the mental health of the children.",many foster parents are into this for financial gain only.,1,1,0.787318229675293
We should abolish the three-strikes laws,"most people who commit violent crimes are acting impulsively, without thought to the consequences of their actions. thus, three strikes laws won't deter most violent crimes.",many people could pay long sentences for nonviolent crimes,1,0,0.9817002415657043
We should adopt a zero-tolerance policy in schools,"no child should be subject to a zero-tolerance policy, children learn by testing boundaries and making mistakes, they need flexibility not harsh and damaging punishments for natural behavior",zero tolerance policies can disrupt the lives of students,-1,0,0.9185504913330078
We should adopt a zero-tolerance policy in schools,no evidence has been found that zero tolerance policies deter bullying and violence in schools,zero tolerance policies can disrupt the lives of students,-1,0,0.9873648881912231
We should subsidize student loans,"no need to subsidize student loans, people can access education by using their own money and time",subsidizing student loans will put the government in more debt,-1,0,0.8450910449028015
The use of public defenders should be mandatory,nobody can be forced to represented by a public defender; it is a personal choice.,public defenders have too many cases to properly represent defendants,-1,0,0.8126729130744934
The use of public defenders should be mandatory,not all criminals have the right to have a defense,public defenders have too many cases to properly represent defendants,-1,0,0.8399695158004761
We should subsidize student loans,offer protection to students and protect them from predatory lenders,student loans are made to keep students in long term debt.,1,0,0.6889904141426086
We should end the use of economic sanctions,often the only way get regressive regimes to act in the best interest of their populace is to financially strong-arm them in to doing so.,economic sanctions are designed to destroy dictators and violators of human rights,-1,1,0.9717616438865662
We should ban cosmetic surgery,often there are no valid medical reasons for having cosmetic surgery so its frivolous and taking unnecessary risks,a mistake could cause permanent disfigurement of a person,1,0,0.8878862261772156
We should ban algorithmic trading,one bad tweek to code could cause a financial collapse of the economy,algorithmic trading is wrong and often damage economy and should be banned.,1,1,0.698453426361084
We should abolish the three-strikes laws,"one effect of mandatory sentencing, and of three-strikes laws in particular, is the rapid growth of the prison population",many people could pay long sentences for nonviolent crimes,1,0,0.9514949917793274
Entrapment should be legalized,"only criminally-minded people would commit crimes, even in situations where it is encouraged by police.",entrapment can get criminals off the street,1,0,0.8612549901008606
The use of public defenders should be mandatory,only if everyone has access to free public defense will the justice system be fair,public defenders help low income people defend themselves.,1,0,0.7095715403556824
Foster care brings more harm than good,orphanages cannot give kids the personal care that foster parents can.,"foster care  give a child an opportunity for change, happiness and growth",-1,0,0.9280603528022766
The use of public defenders should be mandatory,our constitution guarantees the right to a lawyer.  a public defender should be mandatory to advise people that have no clue what they are doing.,public defenders help low income people defend themselves.,1,0,0.9082310795783997
We should subsidize student loans,our young people need to be educated so that they can become productive members of our society.,student loans are made to keep students in long term debt.,1,0,0.891319990158081
We should ban cosmetic surgery,people altering their looks for cosmetic purposes is unnecessary and possibly dangerous.  going through overpriced surgery just for vanity should not be allowed,a mistake could cause permanent disfigurement of a person,1,0,0.9093499779701233
We should ban cosmetic surgery,"people can do what they want to their body, where does this stop? no invasive surgery, no injections, no facials, no makeup?",cosmetic surgery enhances the confidence of life,-1,0,0.6224077343940735
We should subsidize student loans,people choose to go to university and earn more as a result so should pay a market rate for their loans to do so.,subsidizing student loans will put the government in more debt,-1,0,0.8881128430366516
We should ban algorithmic trading,"people deserve to get the best trading available, even if that means a computer doing it.",algorithmic trading increase the economic flow and increases business,-1,0,0.7420093417167664
The use of public defenders should be mandatory,"people have a right to be represented by the best when they are facing potential fines, incarceration, or worse. mandating public defenders strips people of this right.",public defenders have too many cases to properly represent defendants,-1,0,0.9650211930274963
We should ban cosmetic surgery,people have a right to make decisions about what they want to do with their own bodies,cosmetic surgery enhances the confidence of life,-1,0,0.9279512763023376
Entrapment should be legalized,people have a right to privacy guaranteed by the constitution. entrapment is a clear violation of this.,entrapment encourages people to commit crimes.,-1,0,0.9353993535041809
The use of public defenders should be mandatory,people have a right to whatever defense they can afford or even represent themselves. by forcing people to use a public defender you are taking away their rights,public defenders have too many cases to properly represent defendants,-1,0,0.9321709871292114
We should ban cosmetic surgery,"people have the freedom to do whatever they wish with their own bodies and appearance, within the bounds of the law.",cosmetic surgery enhances the confidence of life,-1,0,0.9493765830993652
We should ban cosmetic surgery,people have the right to decide what they can and can not do with their bodies and do not need government interfering.,cosmetic surgery enhances the confidence of life,-1,0,0.9343703389167786
We should ban cosmetic surgery,people have the right to enhance their body in any way they want to.,cosmetic surgery enhances the confidence of life,-1,0,0.9155710935592651
The use of public defenders should be mandatory,people have the right to hire whichever lawyer they choose.,public defenders have too many cases to properly represent defendants,-1,0,0.8520203828811646
We should ban cosmetic surgery,people have the right to make body modifications if they are not satisfied with the way they are.,cosmetic surgery enhances the confidence of life,-1,0,0.8830005526542664
The use of public defenders should be mandatory,people have the right to their own attorney or no attorney at all.  making a public defender mandatory takes away a fundamental freedom.,public defenders have too many cases to properly represent defendants,-1,0,0.9224125146865845
Entrapment should be legalized,people may not realise they are committing a crime if they feel forced into it by police,entrapment encourages people to commit crimes.,-1,0,0.7747215032577515
The use of public defenders should be mandatory,people need to be protected from themselves. making public defenders mandatory would ensure people who would otherwise mistakenly represent themselves an fair chance in the courtroom,public defenders help low income people defend themselves.,1,0,0.9424624443054199
We should end racial profiling,people of certain groups are more likely to commit certain types of crime.,racial profiling could help keep people safer.,-1,0,0.6007373332977295
The use of public defenders should be mandatory,people should be able to choose if they want someone to represent them or not.,public defenders have too many cases to properly represent defendants,-1,0,0.8650703430175781
We should ban cosmetic surgery,people should be able to do whatever they want to their body,cosmetic surgery enhances the confidence of life,-1,0,0.8991208076477051
We should ban cosmetic surgery,people should be able to make the choice on their own without someone telling them that they can't.,cosmetic surgery enhances the confidence of life,-1,0,0.8475685119628906
We should ban cosmetic surgery,people should be able to spend their money as they wish.,cosmetic surgery enhances the confidence of life,-1,0,0.7802789211273193
We should ban cosmetic surgery,people should be allowed to change their body in any way that makes them happy.,cosmetic surgery enhances the confidence of life,-1,0,0.8693137168884277
We should ban cosmetic surgery,people should be content with how they look and it gives out the wrong message about body image when people change how they look like this.,a mistake could cause permanent disfigurement of a person,1,0,0.8995686173439026
The use of public defenders should be mandatory,people should be free to choose whether they want to represent themselves or have someone else do it.,public defenders have too many cases to properly represent defendants,-1,0,0.8870896697044373
We should ban cosmetic surgery,people should be free to make their own choices,cosmetic surgery enhances the confidence of life,-1,0,0.888113260269165
We should ban algorithmic trading,people should be free to use a computer trading program at their own risk,algorithmic trading increase the economic flow and increases business,-1,0,0.777530312538147
The use of public defenders should be mandatory,people should have a right to their own attorney,public defenders have too many cases to properly represent defendants,-1,0,0.8127171993255615
The use of public defenders should be mandatory,people should have the freedom to choose their own.,public defenders have too many cases to properly represent defendants,-1,0,0.8010056018829346
The use of public defenders should be mandatory,people should have the option to use their own attorney,public defenders have too many cases to properly represent defendants,-1,0,0.7661985754966736
We should ban cosmetic surgery,people should have the right to spend their money on any consumption that would only harm themselves.,cosmetic surgery enhances the confidence of life,-1,0,0.8958922624588013
The use of public defenders should be mandatory,people should have the right to use the attorney they want.,public defenders have too many cases to properly represent defendants,-1,0,0.8374216556549072
We should abolish the three-strikes laws,people that keep committing crimes should be put away for the benefit of all,three-strike laws minimize the prison population and are beneficial,-1,0,0.8338918685913086
Foster care brings more harm than good,people who grew up in foster homes have a high rate of incarceration,many foster parents are into this for financial gain only.,1,0,0.9679574966430664
We should ban cosmetic surgery,"plastic surgery carries risk and when it goes wrong, the nhs have to pay to repair the damage if the patient is suffering or at risk of serious illness.",a mistake could cause permanent disfigurement of a person,1,0,0.9008594751358032
Entrapment should be legalized,police using entrapment could convince someone to commit a crime that they otherwise would not have.,entrapment encourages people to commit crimes.,-1,0,0.9120162725448608
We should subsidize student loans,potential is wasted when young people can't afford to further their education.,student loans are made to keep students in long term debt.,1,0,0.807520866394043
We should end racial profiling,profiling people based on skin colour is wrong,police  disproportionately focus on arresting persons of color.,1,0,0.8219683170318604
We should ban algorithmic trading,proponents of algorithmic trading came out in droves to speak in favor of algorithmic trading saying it has benefited their businesses.,algorithmic trading increase the economic flow and increases business,-1,1,0.8369277715682983
The use of public defenders should be mandatory,public defenders are a waste of government money and should not be allowed,public defenders have too many cases to properly represent defendants,-1,0,0.8979858160018921
The use of public defenders should be mandatory,public defenders are a way to protect those that are unjustly accused of crimes,public defenders help low income people defend themselves.,1,0,0.9548780918121338
The use of public defenders should be mandatory,public defenders are an important part of the judicial system are necessary for those who cannot afford their own attorney.,public defenders help low income people defend themselves.,1,1,0.9234687089920044
The use of public defenders should be mandatory,public defenders are helpful for poor people who cannot afford a lawyer,public defenders help low income people defend themselves.,1,1,0.939862072467804
The use of public defenders should be mandatory,"public defenders are more effective at getting plea deals, this is good because now you will have less people going to jail if everyone is using public defenders.",public defenders help low income people defend themselves.,1,0,0.8700336217880249
The use of public defenders should be mandatory,"public defenders are much more likely to be corrupted than private lawyers, by preventing people from having an alternative the government opens up public defender corruption to harm more people.",public defenders have too many cases to properly represent defendants,-1,0,0.9235113263130188
The use of public defenders should be mandatory,public defenders are often overworked and should only support those who cannot afford another attorney.,public defenders have too many cases to properly represent defendants,-1,1,0.9805495738983154
The use of public defenders should be mandatory,public defenders are required to defend their clients as best as they can.,public defenders help low income people defend themselves.,1,0,0.9025740027427673
The use of public defenders should be mandatory,public defenders are so overburdened that defendants often sit in jail for months before the public defender is able to handle their case.,public defenders have too many cases to properly represent defendants,-1,1,0.9695829749107361
