topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should abandon marriage,marriage is a sacred agreement between two people and should be honored,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7970097064971924
We should abandon marriage,marriage is a sacred bond that is highly regarded in various religions.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8274386525154114
We should abandon marriage,marriage is a sacred thing for many people and should not be abandoned.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8316286206245422
We should abandon marriage,marriage is a social construct to oppress women & is backed by & enforced by the patriarchy,Marriage preserves norms that are harmful for women,1,1,train,0.7172160148620605
We should abandon marriage,marriage is a solid foundation with which to build a family and it should be held as sacred always.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.9522966742515564
We should abandon marriage,marriage is a straight-forward way to legalise a union and ensure arrangements such as inheritances and benefits are simplified.,Marriage provides important financial benefits,-1,1,train,0.9639460444450378
We should abandon marriage,marriage is a very important institution that must be kept as a bond between people that cannot be easily broken on a whim,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8399618864059448
We should abandon marriage,Marriage is a way for a couple to deepen their bonds to each other.,Marriage makes the couple closer,-1,1,train,0.8757970929145813
We should abandon marriage,Marriage is a way to bring families together and to grow the web of support that one has in their lives by creating these bonds that are incredibly meaningful to people.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.9201117753982544
We should abandon marriage,marriage is an important bond between people that offers financial and social benefits for those who choose to participate.,Marriage provides important financial benefits,-1,1,train,0.9692316055297852
We should abandon marriage,Marriage is an important covenant relationship that should be protected at all costs.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.933026909828186
We should abandon marriage,marriage is an important institution that can provide a secure foundation for raising children.,Marriage benefits children,-1,1,train,0.9642406702041626
We should abandon marriage,"marriage is an important religious ceremony and belief system, which provides a stability and family values.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.9651129245758056
We should abandon marriage,marriage is an important safeguard in terms of legal and financial binding.,Marriage provides important financial benefits,-1,1,train,0.9532395601272584
We should abandon marriage,marriage is an importiant part of family life.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7693684101104736
We should abandon marriage,marriage is an institution founded on the outdated notion that women are property and should be discontinued,Marriage preserves norms that are harmful for women,1,1,train,0.9515639543533324
We should abandon marriage,marriage is an institution that holds women down.,Marriage preserves norms that are harmful for women,1,1,train,0.7818827629089355
We should abandon marriage,marriage is an out-dated patriarchal system of ownership of women that has no place in modern societies.,Marriage preserves norms that are harmful for women,1,1,train,0.9910294413566588
We should abandon marriage,marriage is an outdated insitution that is not seen in the same way as it was years ago tying two people together and costs both parties a huge amount of money to get out of if they want to end the marriage.,Marriages tie up people with unfair obligations,1,1,train,0.9008187651634216
We should abandon marriage,marriage is an outdated institution that has little meaning in today's society when it is perfectly acceptable for unmarried couples to live together.,Most of the advantages of marriage are achieved by a monogamous relationship,1,1,train,0.9906412363052368
We should abandon marriage,Marriage is an outdated institution that rarely last very long anyway.,Marriages are unstable,1,1,train,0.8769884705543518
We should abandon marriage,marriage is an outdated tradition that usually ends in divorce anyways.,Marriages are unstable,1,1,train,0.9072584509849548
We should abandon marriage,marriage is antiquated and not necessary for couples who are committed to each other.,Most of the advantages of marriage are achieved by a monogamous relationship,1,1,train,0.8992375135421753
We should abandon marriage,Marriage is associated with stable families; stable families produce happier children.,Marriage benefits children,-1,1,train,0.8431131839752197
We should abandon marriage,marriage is confining and restricting and serves no purpose,Marriages tie up people with unfair obligations,1,1,train,0.8421083688735962
We should abandon marriage,marriage is no longer necessary to obtain the benefits that have traditionally been associated with it,Most of the advantages of marriage are achieved by a monogamous relationship,1,1,train,0.9232216477394104
We should abandon marriage,"Marriage is not compatible with human biology, as is evidenced by rising divorce rates and continually high rates of infidelity amongst married individuals.",Marriages are unstable,1,1,train,0.9809184074401855
We should abandon marriage,"marriage is not only a status that is recognized by the government, it is also a religious union and committment.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8615913987159729
We should abandon marriage,"marriage is now an institution that fails in the majority of cases - it is clearly an expensive, outdated avenue.",Marriages are unstable,1,1,train,0.9547735452651978
We should abandon marriage,marriage is one of the fundamental pillars to be able to form a family,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8955784440040588
We should abandon marriage,marriage is outdated and is no longer needed as people rarely stay together anyway.,Marriages are unstable,1,1,train,0.8815072178840637
We should abandon marriage,marriage is revered in religious faith and has been an institution that provides legal and symbolic love and lifelong virtue.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.9319814443588256
We should abandon marriage,marriage is sacred and confirms a couples commitment to one another.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8773351311683655
We should abandon marriage,marriage is something given from god and abandon it will be disaster for humanity and the chaos door will be wide open.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.5406942367553711
We should abandon marriage,Marriage is still a tradition that many people uphold and should not abandon.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8394567370414734
We should abandon marriage,marriage is still a valuable part of our society,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.800757646560669
We should abandon marriage,marriage is still important when recognised in law and brings stability to a family.,Marriage benefits children,-1,1,train,0.9426169395446776
We should abandon marriage,marriage is still valid for those who belief in the commitment,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.6206269264221191
We should abandon marriage,marriage is the foundation for our society's basic family structure,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8902708888053894
We should abandon marriage,marriage is the ideal stable relationship to raise children and helps people to live longer more stable lives.,Marriage benefits children,-1,1,train,0.9109277725219728
We should abandon marriage,marriage is the law of god and very moral.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7889915108680725
We should abandon marriage,marriage is too ingrained in our culture to abandon.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7951775193214417
We should abandon marriage,Marriage is traditional and shows the unity between a couple.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8693421483039856
We should abandon marriage,marriage is very important to some people and should be available to them,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7549430131912231
We should abandon marriage,"marriage makes you lose your personal freedom and having to share everything with your partner, it should be abandoned",Marriages tie up people with unfair obligations,1,1,train,0.8575748801231384
We should abandon marriage,marriage offers a greater potential for increasing wealth.,Marriage provides important financial benefits,-1,1,train,0.8741739988327026
We should abandon marriage,"Marriage often serves both culturally and religiously important purposes, and abandoning marriage altogether is likely impossible because of the deep ties it has in a persons identity and conception of the world.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.924958109855652
We should abandon marriage,marriage provides a more stable enviroment in which to bring up children,Marriage benefits children,-1,1,train,0.918708562850952
We should abandon marriage,"marriage provides a safe, secure foundation for children.",Marriage benefits children,-1,1,train,0.9223445057868958
We should abandon marriage,marriage provides a stable and secure home for the children and should not be abandoned.,Marriage benefits children,-1,1,train,0.9239803552627563
We should abandon marriage,marriage provides much needed emotional and financial stability for children.,Marriage benefits children,-1,1,train,0.9680083394050598
We should abandon marriage,marriage provides stability and a commitment between people which strengthens relationships and to abandon it would be to turn out backs on something good.,Marriage makes the couple closer,-1,1,train,0.8349276185035706
We should abandon marriage,marriage provides stability and it helps families,Marriage benefits children,-1,1,train,0.9192801117897034
We should abandon marriage,marriage puts women in the subservient role and keeps them there.,Marriage preserves norms that are harmful for women,1,1,train,0.7426202893257141
We should abandon marriage,marriage should not be abandoned as formal religious bonding keeps couples together,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8438023924827576
We should abandon marriage,marriage shouldn't be abandoned because it is a scared thing and bonds two people together as one and many people still believe in that,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8214161396026611
We should abandon marriage,marriage shouldn't be abandoned because of the affect that it can have on both parties finances,Marriage provides important financial benefits,-1,1,train,0.8502882719039917
We should abandon marriage,marriage still holds a place in tradition and in the law,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8264895677566528
We should abandon marriage,marriage traps people into a legal contract that they find hard to get out of if they decide later that it is not what was right for them.,Marriages tie up people with unfair obligations,1,1,train,0.8887811899185181
We should abandon marriage,"marriage, weddings and divorces, they cost thousands and thousands and mean very little, often causing more stress and upheaval than happiness",Marriages are unstable,1,1,train,0.9072319269180298
We should abandon marriage,"marriages are no longer lasting at the same rate they have been, so it should be avoided.",Marriages are unstable,1,1,train,0.8899951577186584
We should abandon marriage,married people enjoy better health and longer lives than unmarried people.,Marriage makes people happy,-1,1,train,0.8869615197181702
We should abandon marriage,most of the tine marriage just ends in divorce anyway.,Marriages are unstable,1,1,train,0.5187953114509583
We should abandon marriage,"People should be free to do what they want with other consenting adults, and so if two people want to get married the state and society should not denounce them or stand in their way.","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.9087868928909302
We should abandon marriage,so many marriages end in divorce these days that there barely seems any point in it.,Marriages are unstable,1,1,train,0.7348734736442566
We should abandon marriage,society needs people who commit to marriage rather than just living together as an example to children that a lifetime commitment really does mean that.,Marriage benefits children,-1,1,train,0.861348032951355
We should abandon marriage,some cultures rely on marriage to be with their partners without being punished.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.6881282329559326
We should abandon marriage,studies show that people who are married are happier and healthier than those who are not,Marriage makes people happy,-1,1,train,0.8367409706115723
We should abandon marriage,"the legality of marriage helps with health care and government benefits,",Marriage provides important financial benefits,-1,1,train,0.8448164463043213
We should abandon marriage,"to abandon marriage would be removing rights that people have bought into as a fundamental part of their existence, it harms no one and is incredibly meaningful for many","Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8685669898986816
We should abandon marriage,"to preserve the assets of the couple, marriage is absolutely necessary",Marriage provides important financial benefits,-1,1,train,0.8307386040687561
We should abandon marriage,too many marriages end up in divorce and many couples are just living together without it now.,Marriages are unstable,1,1,train,0.8569095134735107
We should abandon marriage,very few marriages work out anymore and there are more divorces then ever.,Marriages are unstable,1,1,train,0.7148942947387695
We should abandon marriage,We should abandon marriage as with divorce rates so high it is clear that is has become an outmoded concept.,Marriages are unstable,1,1,train,0.9504461884498596
We should abandon marriage,we should abandon marriage because a lot of people are living together without being married so it's a waste to have marriages nowadays,Most of the advantages of marriage are achieved by a monogamous relationship,1,1,train,0.7558472752571106
We should abandon marriage,we should abandon marriage because a lot of people don't take their wedding vows seriously any way and cheat on their spouse,Marriages are unstable,1,1,train,0.7187762260437012
We should abandon marriage,"we should abandon marriage because it is an old contract that serves no purpose in our world, and ties people together unnecessarily",Marriages tie up people with unfair obligations,1,1,train,0.9809906482696532
We should abandon marriage,we should abandon marriage because people don't stay married too often nowadays anyway,Marriages are unstable,1,1,train,0.720596194267273
We should abandon marriage,we should abandon marriage since very few people marry these days and most that do end up in divorce.,Marriages are unstable,1,1,train,0.7906808257102966
We should abandon marriage,we should never abandon the union of marriage sine that is what our higher power intended for a man and woman.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8537923097610474
We should abandon marriage,we should not abandon marriage because it is an important commitment that helps keep society going.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.8979629874229431
We should abandon marriage,we should not abandon marriage because it is important and a union made between two people under god.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7345976829528809
We should abandon marriage,we should not abandon marriage because it's a tradition and it shows the love and trust between two individuals.,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.9004831314086914
We should abandon marriage,we should not abandon marriage because many religious people still believe in marriage,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.6648632287979126
We should abandon marriage,we shouldn't abandon marriage because is important for faith and peace,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.7597496509552002
We should abandon marriage,we shouldn't abandon marriage because is important for society and union for people,"Marriage is important for people, either generally or because of religious/traditional reasons",-1,1,train,0.5988947153091431
We should abandon marriage,Weddings are an economic boon for many sectors of society.,Marriage provides important financial benefits,-1,1,train,0.8949518203735352
We should abandon marriage,Weddings are joyous events for family and friends.,Marriage makes people happy,-1,1,train,0.8409215807914734
We should abandon marriage,"with divorce rates up so high, we should abandon marriage as an archaic and broken tradition.",Marriages are unstable,1,1,train,0.9591770768165588
We should abandon the use of school uniform,"A real education is about giving students the tools to learn, think, and express themselves; dictating to them what to wear sends a strong message that we don't trust them to think on their own.",School uniform is harming the student's self expression,1,1,dev,0.8864630460739136
We should abandon the use of school uniform,children express themselves through the clothes they wear and should be able to do this at school,School uniform is harming the student's self expression,1,1,dev,0.8833146691322327
We should abandon the use of school uniform,"children should be able to dress as they wish, within reason, at school rather than being restricted from expressing themselves through their clothes.",School uniform is harming the student's self expression,1,1,dev,0.9382922649383544
We should abandon the use of school uniform,children should be allowed to express themselves,School uniform is harming the student's self expression,1,1,dev,0.8357372879981995
We should abandon the use of school uniform,forcing children into wearing school uniforms shows our children that they cannot think as individuals and must conform to societies way of thinking.,School uniforms increase conformity or harm individuality,1,1,dev,0.9165229201316832
We should abandon the use of school uniform,freedom of expression extends to the right to choose one's own clothing and a school uniform prevents this choice.,School uniform is harming the student's self expression,1,1,dev,0.9341819286346436
We should abandon the use of school uniform,giving children freedom to choose what they want to wear is a fundamental right and enables them to feel comfortable in their attire rather than constrained by all wearing the same clothing.,School uniforms are often uncomfortable/sexist,1,1,dev,0.9204530119895936
We should abandon the use of school uniform,having a school uniform can reduce bullying as students who have no style or cannot afford the latest trends do not stand out.,School uniform reduces bullying,-1,1,dev,0.9738785028457642
We should abandon the use of school uniform,"if you are not required to wear a uniform, you are free to choose clothing styles that are more favorable to your body type and coloring, which allows you to look your best",School uniforms increase conformity or harm individuality,1,1,dev,0.8579211831092834
We should abandon the use of school uniform,it is a good way to instill discipline,School uniforms encourage discipline or focus on learning,-1,1,dev,0.8070732355117798
We should abandon the use of school uniform,"it is cheaper for parents to buy school uniforms, which is helpful to parents that are struggling financially.",School uniforms saves costs,-1,1,dev,0.9573700428009032
We should abandon the use of school uniform,it is not fair to not allow children to express their personality through dress as long as it is appropriate.,School uniform is harming the student's self expression,1,1,dev,0.8887887597084045
We should abandon the use of school uniform,Kids having to wear school uniforms is not fair because it doesn't allow individuality,School uniforms increase conformity or harm individuality,1,1,dev,0.8724137544631958
We should abandon the use of school uniform,kids should be able to express them selves with their clothing,School uniform is harming the student's self expression,1,1,dev,0.8389390110969543
We should abandon the use of school uniform,"Minors have very few rights as it is, why take away their freedom of expression when there are no harms in allowing it?",School uniform is harming the student's self expression,1,1,dev,0.8117515444755554
We should abandon the use of school uniform,one of the benefits of school uniforms is that families save money because they limit the amount of clothing a student needs to purchase,School uniforms saves costs,-1,1,dev,0.9174891114234924
We should abandon the use of school uniform,people like to express who they are through clothing & collective uniforms stifles this form of personal expression,School uniform is harming the student's self expression,1,1,dev,0.580683171749115
We should abandon the use of school uniform,researchers found that in schools across the world with uniform policies students are more disciplined and concentrated,School uniforms encourage discipline or focus on learning,-1,1,dev,0.8890772461891174
We should abandon the use of school uniform,school uniform are just right because otherwise will be recognized between kids who is rich and who is not.,School uniforms create a sense of equality/unity,-1,1,dev,0.5494639873504639
We should abandon the use of school uniform,school uniform does not allow for individuals to express themselves and grow as a person,School uniform is harming the student's self expression,1,1,dev,0.9553602933883668
We should abandon the use of school uniform,"school uniform enables all children to look the same, thus reducing the likelihood of bullying.",School uniform reduces bullying,-1,1,dev,0.9914016127586364
We should abandon the use of school uniform,school uniform is a useless and expensive way to define pupils,School uniforms are expensive,1,1,dev,0.8040763735771179
We should abandon the use of school uniform,"school uniform is expensive and may mean families cannot afford other essentials after paying for uniform, or they may have to buy substandard uniform which opens children to discrimination.",School uniforms are expensive,1,1,dev,0.9487760663032532
We should abandon the use of school uniform,school uniform is necessary to avoid poor students to feel any different,School uniforms create a sense of equality/unity,-1,1,dev,0.8974425792694092
We should abandon the use of school uniform,school uniform is unaffordable for many single parents and should be abandoned.,School uniforms are expensive,1,1,dev,0.977233350276947
We should abandon the use of school uniform,school uniform keeps everyone looking the same and prevents bullying.,School uniform reduces bullying,-1,1,dev,0.9659705758094788
We should abandon the use of school uniform,school uniform limits the ability of young people to develop their identity and express who they are,School uniform is harming the student's self expression,1,1,dev,0.9623268842697144
We should abandon the use of school uniform,"school uniform makes all children on a level at school, reducing their differences in background and wealth to unify the class",School uniforms create a sense of equality/unity,-1,1,dev,0.866086483001709
We should abandon the use of school uniform,"school uniform policies enforce yet more financial burdens on parents, are often overpriced and only available in a select few outlets which act as supply monopolies.",School uniforms are expensive,1,1,dev,1.0219182968139648
We should abandon the use of school uniform,school uniform requirements curtail any individual creativity and self-expression at an important age of self-discovery and should be abandoned.,School uniform is harming the student's self expression,1,1,dev,1.024675726890564
We should abandon the use of school uniform,school uniform should be abolished because it is very expensive,School uniforms are expensive,1,1,dev,0.6015334129333496
We should abandon the use of school uniform,school uniforms allow children to focus on their education and not the latest fashion.,School uniforms encourage discipline or focus on learning,-1,1,dev,0.95443594455719
We should abandon the use of school uniform,school uniforms are another cost impost on lower income and disadvantaged people and should be ended.,School uniforms are expensive,1,1,dev,0.9815393090248108
We should abandon the use of school uniform,school uniforms are expensive and puts an undue burden on the parents of the students.,School uniforms are expensive,1,1,dev,0.9737770557403564
We should abandon the use of school uniform,School uniforms are expensive for the school and take money from other important programs.,School uniforms are expensive,1,1,dev,0.8659881353378296
We should abandon the use of school uniform,school uniforms are expensive to buy,School uniforms are expensive,1,1,dev,0.8542914986610413
We should abandon the use of school uniform,school uniforms are important because they may deter crime and increase student safety,School uniform reduces bullying,-1,1,dev,0.9869349002838136
We should abandon the use of school uniform,school uniforms are important to keep students the same and prevents prejudices,School uniforms create a sense of equality/unity,-1,1,dev,0.9675760865211488
We should abandon the use of school uniform,school uniforms are often unfairly gendered and perpetuate gender roles as a result,School uniforms are often uncomfortable/sexist,1,1,dev,1.0100880861282349
We should abandon the use of school uniform,school uniforms are restrictive of choice for pupils and should be ended.,School uniform is harming the student's self expression,1,1,dev,0.9193176031112672
We should abandon the use of school uniform,school uniforms are restrictive towards freedom of expression,School uniform is harming the student's self expression,1,1,dev,0.9642274379730223
We should abandon the use of school uniform,school uniforms are substantially more affordable.,School uniforms saves costs,-1,1,dev,0.8960301876068115
We should abandon the use of school uniform,school uniforms are very expensive and some families cannot afford to buy them.,School uniforms are expensive,1,1,dev,0.8299984335899353
We should abandon the use of school uniform,School uniforms can be sexist and enforce gender stereotypes.,School uniforms are often uncomfortable/sexist,1,1,dev,0.9776567220687866
We should abandon the use of school uniform,School uniforms can be too expensive for some parents.,School uniforms are expensive,1,1,dev,0.8942657113075256
We should abandon the use of school uniform,School uniforms can encourage school pride and make students feel part of a group.,School uniforms create a sense of equality/unity,-1,1,dev,0.9916203618049622
We should abandon the use of school uniform,school uniforms can foster a sense of community and togetherness.,School uniforms create a sense of equality/unity,-1,1,dev,1.002949833869934
We should abandon the use of school uniform,School uniforms can help parents save money on outfits.,School uniforms saves costs,-1,1,dev,0.9513370990753174
We should abandon the use of school uniform,School uniforms can prevent bullying due to economic background and appearance.,School uniform reduces bullying,-1,1,dev,0.9744448065757751
We should abandon the use of school uniform,school uniforms can stop students from being able to exhibit their personalities through their clothes.,School uniform is harming the student's self expression,1,1,dev,0.872682511806488
We should abandon the use of school uniform,school uniforms cause undue financial hardships by forcing parents to buy a separate set of clothes just for school,School uniforms are expensive,1,1,dev,1.0420541763305664
We should abandon the use of school uniform,School uniforms compromise free public school education by creating an additional cost.,School uniforms are expensive,1,1,dev,0.9190099239349364
We should abandon the use of school uniform,school uniforms cost a lot and might not be affordable for everyone,School uniforms are expensive,1,1,dev,0.9030043482780457
We should abandon the use of school uniform,"School uniforms cost less than regular clothes, easing the burden on poor families.",School uniforms saves costs,-1,1,dev,0.9667515754699708
We should abandon the use of school uniform,school uniforms cost too much for families who cannot afford them,School uniforms are expensive,1,1,dev,0.9290379285812378
We should abandon the use of school uniform,School uniforms create more discipline among students and faculty.,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9706292152404784
We should abandon the use of school uniform,school uniforms de-individuate pupils and reduce their ability to express themselves which may reduce their ability to perform to their best in school so uniform should be abandoned,School uniform is harming the student's self expression,1,1,dev,0.9657351970672609
We should abandon the use of school uniform,School uniforms decrease bullying by preventing students from being able to make fun of others for their clothing.,School uniform reduces bullying,-1,1,dev,0.9604162573814392
We should abandon the use of school uniform,"school uniforms democratize childrens appearance in school, making those less fortunate less vulnerable to bullying.",School uniform reduces bullying,-1,1,dev,0.9624353647232056
We should abandon the use of school uniform,school uniforms do not allow a student to be an individual in regards to clothing and individuality is an important lesson that children need.,School uniforms increase conformity or harm individuality,1,1,dev,0.9129940867424012
We should abandon the use of school uniform,school uniforms do not allow kids to express themselves through their clothes,School uniform is harming the student's self expression,1,1,dev,0.8984175324440002
We should abandon the use of school uniform,school uniforms don't let students be who they are,School uniform is harming the student's self expression,1,1,dev,0.78957200050354
We should abandon the use of school uniform,school uniforms don't let young people express their individuality,School uniforms increase conformity or harm individuality,1,1,dev,0.9763502478599548
We should abandon the use of school uniform,"school uniforms eliminated having to buy numerous outfits, trying to buy close that are in style, which can be expensive, uniforms can save money for other school related needs.",School uniforms saves costs,-1,1,dev,0.9060291647911072
We should abandon the use of school uniform,school uniforms ensure a standard dress code that prohibits revealing clothing and adds a degree of order and cleanliness to the learning environment.,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9927244186401368
We should abandon the use of school uniform,School uniforms ensure that all children are dressed alike and no competition.,School uniforms create a sense of equality/unity,-1,1,dev,0.9548951983451844
We should abandon the use of school uniform,school uniforms give kids no personal freedom and should be abandoned.,School uniform is harming the student's self expression,1,1,dev,0.9561445713043212
We should abandon the use of school uniform,school uniforms have students focused on their education not their appearings,School uniforms encourage discipline or focus on learning,-1,1,dev,0.646187424659729
We should abandon the use of school uniform,"school uniforms help eliminate class differences, which can aid in the reduction of bullying",School uniform reduces bullying,-1,1,dev,0.9858147501945496
We should abandon the use of school uniform,school uniforms help everyone feel included and not judged on the clothes they wear,School uniforms create a sense of equality/unity,-1,1,dev,0.9348608255386353
We should abandon the use of school uniform,"school uniforms help put the focus on school, during a time in which so many kids focus and judge upon appearance.",School uniforms encourage discipline or focus on learning,-1,1,dev,0.9246816039085388
We should abandon the use of school uniform,"school uniforms help stop bullying because when people are similarly dressed, nobody is made to feel inferior.",School uniform reduces bullying,-1,1,dev,0.9555029273033142
We should abandon the use of school uniform,school uniforms help students concentrate more on education and less on style and what they are wearing,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9382887482643129
We should abandon the use of school uniform,school uniforms help suppress certain forms of bullying,School uniform reduces bullying,-1,1,dev,0.9783756732940674
We should abandon the use of school uniform,School uniforms help to break down the barriers between students.,School uniforms create a sense of equality/unity,-1,1,dev,0.9092867374420166
We should abandon the use of school uniform,school uniforms help to prevent certain types of bullying,School uniform reduces bullying,-1,1,dev,0.9674990773200988
We should abandon the use of school uniform,"School uniforms help unite the kids from each school, much like sports uniforms help unite sports teams.",School uniforms create a sense of equality/unity,-1,1,dev,0.9165635108947754
We should abandon the use of school uniform,school uniforms impose an additional cost burden on families from disadvantaged backgrounds who may be struggling,School uniforms are expensive,1,1,dev,1.0106606483459473
We should abandon the use of school uniform,school uniforms insure that students are on an equal footing from the start.,School uniforms create a sense of equality/unity,-1,1,dev,0.957413613796234
We should abandon the use of school uniform,school uniforms interfere with the individuality of students and force them to conform.,School uniforms increase conformity or harm individuality,1,1,dev,0.9812218546867372
We should abandon the use of school uniform,school uniforms keep all kids equal while at school learning and that is a great thing so school uniforms should remain.,School uniforms create a sense of equality/unity,-1,1,dev,0.93157559633255
We should abandon the use of school uniform,School uniforms keep children from being able to express themselves through their clothing choices.,School uniform is harming the student's self expression,1,1,dev,0.970344066619873
We should abandon the use of school uniform,school uniforms keep children from expressing themselves.,School uniform is harming the student's self expression,1,1,dev,0.922639787197113
We should abandon the use of school uniform,School uniforms keep the distraction of clothing choice comparison from affecting the education of the children negatively.,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9436405301094056
We should abandon the use of school uniform,school uniforms let students focus on their education and not what they are wearing,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9057252407073976
We should abandon the use of school uniform,school uniforms let students focus on their studies,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9302182793617249
We should abandon the use of school uniform,school uniforms limit a student's individuality and expression of their personality and therefore should be abandoned.,School uniforms increase conformity or harm individuality,1,1,dev,0.9766441583633424
We should abandon the use of school uniform,school uniforms limit the ability to express one's self.,School uniform is harming the student's self expression,1,1,dev,0.9048469066619872
We should abandon the use of school uniform,School uniforms make all students look the same which prevents clothing from re-establishing economic class hierarchies and makes school more egalitarian.,School uniforms create a sense of equality/unity,-1,1,dev,0.9656585454940796
We should abandon the use of school uniform,"school uniforms make every student equal no matter their level of finances, which creates a better educational environment.",School uniforms create a sense of equality/unity,-1,1,dev,0.9773083329200744
We should abandon the use of school uniform,school uniforms make is so that everyone is equal,School uniforms create a sense of equality/unity,-1,1,dev,0.6656924486160278
We should abandon the use of school uniform,"School uniforms make it easier for students from lower income levels to feel comfortable in the classroom setting, as no one is showing off expensive clothes while others are in cheap rags.",School uniforms create a sense of equality/unity,-1,1,dev,0.9406172633171082
We should abandon the use of school uniform,"school uniforms make schools more efficient, as students are not distracted by the clothing of other students",School uniforms encourage discipline or focus on learning,-1,1,dev,0.9750067591667176
We should abandon the use of school uniform,school uniforms make sure that each student starts out in an equal environment.,School uniforms create a sense of equality/unity,-1,1,dev,0.9553484916687012
We should abandon the use of school uniform,school uniforms place an unneeded financial burden on parents that are already paying large sums for private schools besides the fact that dress clothes are uncomfortable and add distraction to learning.,School uniforms are expensive,1,1,dev,1.0166226625442505
We should abandon the use of school uniform,"School uniforms preclude students from being able to display gang symbolism, which makes it a safer and more education focused atmosphere.",School uniforms encourage discipline or focus on learning,-1,1,dev,0.943341851234436
We should abandon the use of school uniform,School uniforms prevent conflicts over clothing from taking up class time which lets students focus on learning.,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9460220336914062
We should abandon the use of school uniform,"School uniforms prevent students from being able to express themselves by forcing everyone to dress homogeneously, this is bad for mental health and personal development.",School uniform is harming the student's self expression,1,1,dev,0.9811925292015076
We should abandon the use of school uniform,"school uniforms prevent students from wearing disturbing clothing, like neo-nazi propaganda pieces, thus allowing students to concentrate on their studies.",School uniforms encourage discipline or focus on learning,-1,1,dev,0.949432611465454
We should abandon the use of school uniform,school uniforms put an unneeded burden on poor families wherein they have to purchase uniforms yearly which are often not found in thrift or used environments and still provide other clothing on top.,School uniforms are expensive,1,1,dev,0.9542231559753418
We should abandon the use of school uniform,School uniforms reinforce a gender binary by often requiring women to wear traditionally feminine clothing like skirts and dresses and men to wear traditionally masculine pants.,School uniforms are often uncomfortable/sexist,1,1,dev,0.9670182466506958
We should abandon the use of school uniform,school uniforms should not be abandoned so that kids concentrate on school work and not fashion,School uniforms encourage discipline or focus on learning,-1,1,dev,0.8756877183914185
We should abandon the use of school uniform,school uniforms should not be required to wear in schools because it takes away a kids freedom of expression,School uniform is harming the student's self expression,1,1,dev,0.7255129814147949
We should abandon the use of school uniform,school uniforms should still be used because they can increase student focus,School uniforms encourage discipline or focus on learning,-1,1,dev,0.9194056987762452
We should abandon the use of school uniform,school uniforms shouldn't be used anymore because they can be expensive for some parents,School uniforms are expensive,1,1,dev,0.8642769455909729
We should abandon the use of school uniform,school uniforms show pride and community and provide fewer distractions from learning.,School uniforms encourage discipline or focus on learning,-1,1,dev,1.0147541761398315
