human_scores,topic,stance,refs,preds,bert_score_p,bart_score_parabank_rs,coverage_score,llm_coverage,llm_redundancy,runtime
0.7,marijuana,1,"Not addictive
Used as a medicine for its positive effects
Legalized marijuana can be controlled and regulated by the government
Prohibition violates human rights
Does not cause any damage to our bodies","legalization, sales, and taxation of marijuana would be hugely beneficial to the economy.
Cannabis is not psychologically addictive and is no worse than alcohol or cigarettes.
Smoking marijuana does not cause brain damage.
Legalizing it would end the need for indulging in criminal behavior.
Legalizing marijuana, could potentially lower the number of users.
In conclusion, the legalisation of marijuana would be, ultimately, a harm reduction measure.
Prohibition also creates a black market, that we could easily destroy via legalization
Medically, marijuana has shown some promise in relieving pain and increasing appetite.
marijuana ENHANCES both sides of the brain ""by stimulating the sympathetic nervous system""",0.3775653839111328,0.2909337857921796,0.6,0.92,0.3666666666666667,137.07295
0.6,marijuana,1,"Not addictive
Used as a medicine for its positive effects
Legalized marijuana can be controlled and regulated by the government
Prohibition violates human rights
Does not cause any damage to our bodies","Marijuana legalization can reduce prison overcrowding.
Legalizing marijuana can boost the economy.
Marijuana has not caused any deaths.
Prohibition creates a black market for marijuana.
Marijuana has medicinal benefits and can ease pain.
Marijuana is less harmful than alcohol and tobacco.
Marijuana does not lead to violent behavior.
The war on drugs is costly and ineffective.",0.4527360498905182,0.3162014001976313,0.4,0.8800000000000001,0.3625,12.63743
0.6,marijuana,1,"Not addictive
Used as a medicine for its positive effects
Legalized marijuana can be controlled and regulated by the government
Prohibition violates human rights
Does not cause any damage to our bodies","Marijuana is safer than alcohol and tobacco.
Legalizing marijuana can benefit the economy.
Marijuana has medicinal benefits and is relatively safe.
Criminalizing marijuana leads to overcrowded prisons.
Prohibition creates a black market for marijuana.
Marijuana does not lead to violent behavior.
Legalizing marijuana can reduce law enforcement costs.
Marijuana has not caused any documented deaths.",0.4479381442070007,0.3035286395705689,0.4,0.91,0.4375,8.83276
0.7,marijuana,1,"Not addictive
Used as a medicine for its positive effects
Legalized marijuana can be controlled and regulated by the government
Prohibition violates human rights
Does not cause any damage to our bodies","Medically, marijuana has shown some promise in relieving pain and increasing appetite.
For twenty-five years, researchers have searched for a marijuana-induced amotivational syndrome and have failed to find it.
Cannabis has been proven to have health benefits .
Marijuana is no more harmful than tobacco or alcohol, if taken in moderate quantities.
Sustained alcohol abuse actually kills brain cells.
A study at the University of Saskatchewan in Canada proves that marijuana actually stimulates brain cell growth
Legalizing it would end the need for indulging in criminal behavior.
Consumer dollars can stimulate the economy better if they aren’t depleted by prohibition’s black market.
legalization, sales, and taxation of marijuana would be hugely beneficial to the economy.
In conclusion, the legalisation of marijuana would be, ultimately, a harm reduction measure.
Marijuana is safer than some other legal substances, so you can't ban it for that reason.
Studies have shown that marijuana increases concentration and creativity, probably because it stimulates both sides of the brain.
Especially when alcohol is the stuff that actually makes people aggressive and ruins families and can lead to abuse.
denying people the right to a trustworthy and accountable Cannabis industry is authoritarian at best.
marijuana ENHANCES both sides of the brain ""by stimulating the sympathetic nervous system""
If it was legal the government could regulate it and it could be dispensed safely.",0.2952895164489746,0.2710885953408706,0.6,0.8800000000000001,0.4375,23.8289
0.5,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama is not a good president
Obama has not done anything to fix the economy
Obama's stimulus package creates jobs
The war is a mess in Afghanistan
He has a bad policy on terror
The national debt is spiraling out of control
ObamaCare is a fiasco
Obama's war with Libya is damaging his standing in Africa",0.4805018603801727,0.4223503301378435,0.375,0.56875,0.3125,45.882
0.1875,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama's policies have worsened the economy.
Obama lacks economic and common sense.
Obama's socialist ideals are concerning to many.
Obama not responsible for key actions.
Obama is an unfit and dishonest president.",0.4522667825222015,0.2266834179009509,0.125,0.65,0.4,4.214
0.5,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama worsened the economy with excessive spending.
Obama neglects Americans' needs and pushes unwanted policies.
Opposition to government intervention in various sectors.
Criticism of Obama's socialist tendencies and policies.
Obama's policies are ineffective and poorly conceived.
Obama is viewed as a dishonest and unfit leader.
Obama lacks economic understanding and common sense.
Disappointment with Obama's handling of wars and promises.
Doubts about Obama's accomplishments and decisions.",0.4131014943122864,0.2397020359442365,0.25,0.725,0.4555555555555555,3.893
0.25,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama failed to improve the economy.
Obama increased national debt significantly.
Obama implemented unpopular healthcare reform.
Obama's bipartisan efforts were ineffective.
Obama's policies are considered socialist.
Obama's academic records remain undisclosed.",0.4685325622558594,0.2277526438048741,0.125,0.6125,0.3333333333333333,25.76604
0.5,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama's spending is unsustainable and ineffective.
Obama's economic policies have worsened the economy.
Obama's healthcare policies are unpopular and costly.
Obama lacks leadership and bipartisanship skills.
Obama's foreign policies are controversial and damaging.
Obama is perceived as dishonest and unfit to lead.",0.414534330368042,0.2363543332591204,0.125,0.675,0.1833333333333332,9.97053
0.0,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama is not a good president.
No, his policies are crap.
Obama doesn't care about U.S. citizens at all",0.4854443669319153,0.2216416896954546,0.0,0.39375,0.3333333333333333,25.91233
0.375,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama's policies harm the economy and citizens.
Obama's policies are seen as socialist and harmful.
Obama's actions have increased national debt.
Obama is criticized for lack of leadership.
Obama's healthcare plan is unpopular and flawed.
Obama failed to create significant positive change.",0.4268352091312408,0.2356379221486287,0.125,0.63125,0.35,8.40343
0.25,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","Obama's policies are ineffective and detrimental.
Obama's spending habits are irresponsible and damaging.
Obama lacks leadership and economic understanding.",0.371231198310852,0.2162621623910206,0.125,0.55,0.0,4.36835
0.375,obama,-1,"Destroyed our economy
Wars are still on
Unemployment rate is high
Healthcare bill is a failure
Poor decision-maker
We have better republicans than Obama
Not eligible as a leader
Ineffective foreign policies","President Obama doesn't have the first clue to economics nor do his economist advisers.
America needs to stop the hair of the dog spending and consumerism, and start savings and investing.
And obama lost 4 million jobs.
Obama doesn't care about U.S. citizens at all
However, Obama is not eliminating subsidies, as Ron Paul or Gary Johnson would.
1.Funds for high-speed, broadband Internet access to K-12 schools   Not government's job.
has a poor policy on terror.
However, some of his slogans and policies worry me.",0.4420958757400512,0.2286227332675359,0.0,0.475,0.3625,8.19758
0.6875,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Restrictions on taxes on those with fewer than 100 dollars saved the economy
Restrictions on health care will be given to those killed by Obama
Obama will create affordable health care
Immigration. Terrorism.
The economy is improving
Purchased fuel-efficient vehicles for the federal government
Obama is doing a better job
Obama is better than George Bush (Jr)
Obamacare is beneficial for many people
The war in Iraq is over
Obama will win in 2012
Rejecting DADT would close offshore tax havens",0.5187777280807495,0.2877176635700047,0.25,0.525,0.5083333333333333,24.496
0.25,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Obama stabilized and grew the economy effectively.
Obama has significantly weakened Al Qaeda leadership.
Obama cut taxes for 95% of Americans.
Closed offshore tax havens, accessed records of evaders.
Reformed taxes and healthcare, repealed DADT.
Obama is a great president.
Financial reform under Obama helps prevent future bailouts.
Obama expanded access to affordable healthcare.
Obama is the logical choice for president.
Obama strengthened economy, fought terrorism, managed foreign policy.
Focus on middle class and real issues.
Obama ends US troops presence in Iraq.",0.4668077528476715,0.1833007680612684,0.25,0.73125,0.4833333333333333,10.24
0.5,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Obama has significantly weakened Al Qaeda.
Obama is considered a successful president.
Obama focuses on middle-class issues.
Obama's policies stabilized the economy.
Economy, Terrorism, Foreign Policy, Immigration.
Obama's healthcare reforms benefit the population.
Obama initiated the withdrawal of troops from Iraq.
Obama is preferred over Republican alternatives.
Obama's popularity and performance ensure reelection.
Obama's policies led to job growth and education investment.
Obama deserves more time to address inherited challenges.
Obama made significant policy changes like repealing DADT.
Obama's tax policies prioritize the middle class.",0.471373438835144,0.2225852273075038,0.375,0.8125,0.5307692307692308,4.507
0.375,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Obama created jobs and reduced unemployment rates.
Obama's bailouts were necessary for economy.
Obama provided affordable healthcare for all.
Obama cut taxes for 95% of Americans.
Obama reduced troops in Iraq and Afghanistan.
Obama supported stem-cell and biomedical research.
Obama pushed for financial system reforms.
Obama engaged in diplomatic negotiations successfully.",0.3729082942008972,0.1737496636613326,0.25,0.75,0.3249999999999999,41.20902
0.375,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Obama improved economy through stimulus and bailouts.
Obama focused on middle class and small businesses.
Obama passed healthcare and financial reforms successfully.
Obama reduced unemployment and created jobs effectively.",0.2842672169208526,0.1870508320287773,0.25,0.73125,0.25,8.75161
0.125,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Due to the stimulus package, the economy is improving.
Provided tax credit to workers thus  cutting taxes  for 95% of America's working families",0.3261781334877014,0.1385796614655843,0.25,0.45,0.0999999999999999,26.17292
0.25,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Healthcare reform benefits all, including poor
Tax cuts for 95% of Americans
Financial reform under Obama
Stimulus package improved economy
Saved auto industry from collapse
Withdrawal of US troops from Iraq
Killed top Al Qaeda leaders",0.2966276407241821,0.2320949536194302,0.25,0.53125,0.3428571428571428,9.41816
0.5,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Obama improved the economy through stimulus packages.
Implemented policies benefiting working families and small businesses.
Saved the auto industry from collapse.
Successfully executed foreign policy initiatives and ended wars.
Passed healthcare reform to provide access to all.
Demonstrated integrity and commitment in fulfilling promises.
Overcame Republican obstructionism to achieve goals.
Maintained job growth and invested in education.",0.4315074682235718,0.2649968502658773,0.375,0.74375,0.3125,6.23143
0.25,obama,1,"Fixed the economy
Ending the wars
Better than the republican candidates
Makes good decisions/policies
Has qualities of a good leader
Ensured better healthcare
Executed effective foreign policies
Created more jobs","Obama and the Democrats are pushing through financial reform which would help avoid future bailouts.
Obama's policies reflect what more people want and is the only logical choice for the next presidentail term.
Due to the stimulus package, the economy is improving.
Unemployment (U3 and U6 proportionally) are down 1.3% in the past 13 months alone.
Obama is a great president despite the negative criticisms.
The bailouts were a necessary evil.
Osama Bin Laden and 21 other Al Queda heads (out of 30) killed under Obama.
Visited more countries and met with more world leaders than any president in his first six months in   office
Obama's tried to increase tax on the upper classes, and the corporations, and been blocked by Republicans.
Issued an Executive Order repealing the Bush-Era restrictions on embryonic stem cell research
Ordered secret detention facilities in Eastern Europe and elsewhere to be closed
helped keep the economy from crashing
Supported the first steps of a legally-binding treaty to reduce mercury emissions worldwide
Provided tax credit to workers thus  cutting taxes  for 95% of America's working families
Provided affordable, high-quality child care to working families
Obama was elected because he had a better message, and the last republican president sucked.",0.3443569242954254,0.2917015007325482,0.25,0.85,0.43125,12.68295
